code,name,state,territory,country,quiz,latitude,longitude,population,national_capital,state_capital,manually_added,nicknames,db_match
mexico-241,Tlajomulco de Zúñiga,Jalisco,,Mexico,mexico,20.4736111,-103.4430556,44103,0,0,0,,
mexico-242,Juventino Rosas,Guanajuato,,Mexico,mexico,20.6432003,-100.9940372,43998,0,0,0,Santa Cruz de Juventino Rosas,
mexico-243,Ciudad Constitución,Baja California Sur,,Mexico,mexico,25.0346356,-111.6733394,43805,0,0,0,,
mexico-244,Pénjamo,Guanajuato,,Mexico,mexico,20.4317947,-101.7250439,43249,0,0,0,,
mexico-245,Ocozocoautla de Espinosa,Chiapas,,Mexico,mexico,16.7614619,-93.3756525,43247,0,0,0,,
mexico-246,Comalcalco,Tabasco,,Mexico,mexico,18.2660481,-93.2250172,43035,0,0,0,,
mexico-247,Santiago,Nuevo León,,Mexico,mexico,25.4271,-100.1530111,43019,0,0,0,,
mexico-248,Las Pintas,Jalisco,,Mexico,mexico,20.5763889,-103.3211111,42576,0,0,0,,
mexico-249,Perote,Veracruz,,Mexico,mexico,19.5606533,-97.2440719,42451,0,0,0,,
mexico-250,San Cristóbal Huichochitlán,México,,Mexico,mexico,19.3369067,-99.6365756,42320,0,0,0,,
mexico-251,Santa Rosalía de Camargo,Chihuahua,,Mexico,mexico,27.6949625,-105.1716203,42019,0,0,0,Camargo,
mexico-252,Progreso,Yucatán,,Mexico,mexico,21.2825772,-89.663595,41965,0,0,0,,
mexico-253,Moroleón,Guanajuato,,Mexico,mexico,20.1318703,-101.1892086,41910,0,0,0,,
mexico-254,San Isidro,México,,Mexico,mexico,19.3403219,-98.9467522,41887,0,0,0,,
mexico-255,San Jerónimo Cuatro Vientos,México,,Mexico,mexico,19.293205,-98.8440458,41791,0,0,0,,
mexico-256,Río Blanco,Veracruz,,Mexico,mexico,18.838865,-97.139525,41785,0,0,0,Tenango de Río Blanco,
mexico-257,Pánuco,Veracruz,,Mexico,mexico,22.0536125,-98.1813053,41588,0,0,0,,
mexico-258,Parque Industrial Ciudad Mitras,Nuevo León,,Mexico,mexico,25.7912339,-100.4402892,41487,0,0,0,,
mexico-259,Xicotepec de Juárez,Puebla,,Mexico,mexico,20.2760586,-97.9581436,41455,0,0,0,Xicotepec,
mexico-260,San Miguel Topilejo,Ciudad de México,,Mexico,mexico,19.2013586,-99.1413983,41087,0,0,0,,
mexico-261,Tala,Jalisco,,Mexico,mexico,20.6525,-103.7027778,40906,0,0,0,,
mexico-262,Valle de Santa María,Nuevo León,,Mexico,mexico,25.7102753,-100.1027722,40703,0,0,0,,
mexico-263,Tepotzotlán,México,,Mexico,mexico,19.7137781,-99.2235144,40279,0,0,0,,
mexico-264,Fraccionamiento Real Palmas,Nuevo León,,Mexico,mexico,25.8981528,-100.1681472,40259,0,0,0,,
mexico-265,Valle de Lincoln,Nuevo León,,Mexico,mexico,25.7955472,-100.4830392,39998,0,0,0,,
mexico-266,Las Guacamayas,Michoacán,,Mexico,mexico,18.0195464,-102.2110286,39613,0,0,0,,
mexico-267,Miguel Alemán,Sonora,,Mexico,mexico,28.8400806,-111.4803806,39474,0,0,0,La Doce,
mexico-268,Maravatío de Ocampo,Michoacán,,Mexico,mexico,19.8916736,-100.4416672,39425,0,0,0,Maravatío,
mexico-269,Valle de los Molinos,Jalisco,,Mexico,mexico,20.8496325,-103.4256133,39327,0,0,0,,
mexico-270,San José del Castillo,Jalisco,,Mexico,mexico,20.5055556,-103.235,39246,0,0,0,,
mexico-271,Juriquilla,Querétaro,,Mexico,mexico,20.7100075,-100.4583578,39244,0,0,0,,
mexico-272,Zacatlán,Puebla,,Mexico,mexico,19.932365,-97.9602444,39203,0,0,0,,
mexico-273,Esperanza,Sonora,,Mexico,mexico,27.5806756,-109.9305275,39164,0,0,0,,
mexico-274,Ixtapa,Jalisco,,Mexico,mexico,20.7144444,-105.1997222,39083,0,0,0,,
mexico-275,Nueva Rosita,Coahuila,,Mexico,mexico,27.9339028,-101.2169778,39058,0,0,0,,
mexico-276,Ciudad Melchor Múzquiz,Coahuila,,Mexico,mexico,27.8775497,-101.5165178,38992,0,0,0,Melchor Múzquiz,
mexico-277,Empalme,Sonora,,Mexico,mexico,27.9576058,-110.8159933,38886,0,0,0,,
mexico-278,La Barca,Jalisco,,Mexico,mexico,20.2902778,-102.5419444,38780,0,0,0,,
mexico-279,San Vicente,Nayarit,,Mexico,mexico,20.7483603,-105.2511689,38666,0,0,0,,
mexico-280,Víctor Rosales,Zacatecas,,Mexico,mexico,22.9490372,-102.7022625,38193,0,0,0,,
mexico-281,Heroica Ciudad de Cananea,Sonora,,Mexico,mexico,30.9826528,-110.3016714,38113,0,0,0,Cananea,
mexico-282,Tonalá,Chiapas,,Mexico,mexico,16.0913556,-93.7517833,38087,0,0,0,,
mexico-283,Ameca,Jalisco,,Mexico,mexico,20.5486111,-104.0430556,37871,0,0,0,,
mexico-284,Heroica Ciudad de Calpulalpan,Tlaxcala,,Mexico,mexico,19.5885258,-98.5704756,37704,0,0,0,Calpulalpan,
mexico-285,Ixmiquilpan,Hidalgo,,Mexico,mexico,20.4848678,-99.2187736,37608,0,0,0,,
mexico-286,Villaflores,Chiapas,,Mexico,mexico,16.2354858,-93.2677075,37546,0,0,0,,
mexico-287,Coyotepec,México,,Mexico,mexico,19.7755075,-99.2079803,37442,0,0,0,,
mexico-288,San Miguel Ajusco,Ciudad de México,,Mexico,mexico,19.2179694,-99.2039672,37282,0,0,0,,
mexico-289,Lomas del Sur,Jalisco,,Mexico,mexico,20.4924422,-103.4175081,37146,0,0,0,,
mexico-290,Valente Díaz,Veracruz,,Mexico,mexico,19.1676942,-96.2298669,36818,0,0,0,,
mexico-291,San Juan Cuautlancingo,Puebla,,Mexico,mexico,19.0893469,-98.27331,36620,0,0,0,Cuautlancingo,
mexico-292,Tepeji del Río de Ocampo,Hidalgo,,Mexico,mexico,19.9052172,-99.3418142,36618,0,0,0,Tepeji,
mexico-293,Ciudad Fernández,San Luis Potosí,,Mexico,mexico,21.9435119,-100.0110222,36275,0,0,0,,
mexico-294,Berriozábal,Chiapas,,Mexico,mexico,16.8003208,-93.2732714,36084,0,0,0,,
mexico-295,Tlapacoyan,Veracruz,,Mexico,mexico,19.9626522,-97.2125297,35893,0,0,0,,
mexico-296,Champotón,Campeche,,Mexico,mexico,19.3562186,-90.7238911,35799,0,0,0,,
mexico-297,Texcoco de Mora,México,,Mexico,mexico,19.5134397,-98.8814844,35491,0,0,0,,
mexico-298,San José del Valle,Nayarit,,Mexico,mexico,20.7599067,-105.2317006,35486,0,0,0,,
mexico-299,Salvatierra,Guanajuato,,Mexico,mexico,20.2161175,-100.88136,35401,0,0,0,,
mexico-300,San Lorenzo Tepaltitlán,México,,Mexico,mexico,19.3127778,-99.6243467,35292,0,0,0,,
mexico-301,Ticul,Yucatán,,Mexico,mexico,20.39834,-89.5344467,35183,0,0,0,,
mexico-302,José Mariano Jiménez,Chihuahua,,Mexico,mexico,27.1305492,-104.9229767,35087,0,0,0,Jiménez,
mexico-303,Sanctorum,Puebla,,Mexico,mexico,19.0979653,-98.2544242,35083,0,0,0,,
mexico-304,Río Grande,Zacatecas,,Mexico,mexico,23.8274342,-103.0343317,35050,0,0,0,Ciudad de Río Grande,
mexico-305,Tequisquiapan,Querétaro,,Mexico,mexico,20.5188175,-99.88384,34955,0,0,0,,
mexico-306,Tenosique de Pino Suárez,Tabasco,,Mexico,mexico,17.4774942,-91.4259478,34946,0,0,0,,
mexico-307,Fraccionamiento Puente Moreno,Veracruz,,Mexico,mexico,19.1029917,-96.1570119,34913,0,0,0,,
mexico-308,Ciudad Mendoza,Veracruz,,Mexico,mexico,18.8042408,-97.1847172,34847,0,0,0,,
mexico-309,Parras de la Fuente,Coahuila,,Mexico,mexico,25.4373806,-102.1841689,34798,0,0,0,,
mexico-310,San Martín Azcatepec,México,,Mexico,mexico,19.6856161,-98.9705517,34391,0,0,0,,
mexico-311,Los Héroes Chalco,México,,Mexico,mexico,19.2604258,-98.8413992,34277,0,0,0,,
mexico-312,Coatzintla,Veracruz,,Mexico,mexico,20.4823633,-97.4607819,34039,0,0,0,,
mexico-313,Agua Dulce,Veracruz,,Mexico,mexico,18.1382722,-94.1472389,33986,0,0,0,,
mexico-314,Escuinapa de Hidalgo,Sinaloa,,Mexico,mexico,22.8350514,-105.7778758,33924,0,0,0,Escuinapa,
mexico-315,Chilapa de Álvarez,Guerrero,,Mexico,mexico,17.5942322,-99.1776817,33783,0,0,0,,
mexico-316,Santiago Pinotepa Nacional,Oaxaca,,Mexico,mexico,16.3390092,-98.0503475,33726,0,0,0,,
mexico-317,Amecameca de Juárez,México,,Mexico,mexico,19.128685,-98.7698106,33716,0,0,0,,
mexico-318,Ciudad Sabinas Hidalgo,Nuevo León,,Mexico,mexico,26.4983694,-100.1811472,33522,0,0,0,,
mexico-319,Licenciado Benito Juárez,Sinaloa,,Mexico,mexico,24.65737,-107.5407783,33496,0,0,0,Campo Gobierno,
mexico-320,Huatusco de Chicuellar,Veracruz,,Mexico,mexico,19.1469714,-96.9673497,33402,0,0,0,,
mexico-321,Tulum,Quintana Roo,,Mexico,mexico,20.2107767,-87.4632047,33374,0,0,0,,
mexico-322,Villa del Campo,Baja California,,Mexico,mexico,32.5063781,-116.7411658,33360,0,0,0,,
mexico-323,Zapotlanejo,Jalisco,,Mexico,mexico,20.6225,-103.0641667,33284,0,0,0,,
mexico-324,Tantoyuca,Veracruz,,Mexico,mexico,21.3518142,-98.2299194,33226,0,0,0,,
mexico-325,Marfil,Guanajuato,,Mexico,mexico,21.0036664,-101.2836242,33184,0,0,0,,
mexico-326,Lerma de Villada,México,,Mexico,mexico,19.2853733,-99.5118169,33166,0,0,0,,
mexico-327,Colinas del Aeropuerto,Nuevo León,,Mexico,mexico,25.8204694,-100.1065611,33108,0,0,0,,
mexico-328,Santa Ana Tlapaltitlán,México,,Mexico,mexico,19.2792586,-99.6271825,33089,0,0,0,,
mexico-329,San Francisco Acuautla,México,,Mexico,mexico,19.3437186,-98.8594614,32989,0,0,0,,
mexico-330,San Felipe,Guanajuato,,Mexico,mexico,21.4793358,-101.2159447,32831,0,0,0,,
mexico-331,San Miguel Zinacantepec,México,,Mexico,mexico,19.2849064,-99.7350375,32738,0,0,0,,
mexico-332,Francisco I. Madero,Coahuila,,Mexico,mexico,25.775,-103.2730556,32704,0,0,0,,
mexico-333,Puruándiro,Michoacán,,Mexico,mexico,20.0886653,-101.5152003,32333,0,0,0,,
mexico-334,Nueva Italia de Ruiz,Michoacán,,Mexico,mexico,19.0288047,-102.0867342,32328,0,0,0,Múgica,
mexico-335,Crespa Floresta,México,,Mexico,mexico,19.3135381,-99.5945414,32307,0,0,0,,
mexico-336,Actopan,Hidalgo,,Mexico,mexico,20.2690858,-98.9429006,32276,0,0,0,,
mexico-337,Huixtla,Chiapas,,Mexico,mexico,15.1382886,-92.4658178,32109,0,0,0,,
mexico-338,Pabellón de Arteaga,Aguascalientes,,Mexico,mexico,22.1492017,-102.2765417,32035,0,0,0,,
mexico-339,Rincón de Romos,Aguascalientes,,Mexico,mexico,22.2292331,-102.3230686,31963,0,0,0,,
mexico-340,Jáltipan de Morelos,Veracruz,,Mexico,mexico,17.9660681,-94.7217347,31856,0,0,0,Jáltipan,
mexico-341,Fray Bernardino de Sahagún,Hidalgo,,Mexico,mexico,19.7727058,-98.5819033,31737,0,0,0,Cîudad de Sahagún,
mexico-342,Ciudad de Ajalpan,Puebla,,Mexico,mexico,18.3775367,-97.2583044,31695,0,0,0,Ajalpan,
mexico-343,Santa María Totoltepec,México,,Mexico,mexico,19.301545,-99.5858603,31689,0,0,0,,
mexico-344,San Pedro Mártir,Querétaro,,Mexico,mexico,20.6171592,-100.4703181,31677,0,0,0,,
mexico-345,Acatzingo de Hidalgo,Puebla,,Mexico,mexico,18.979455,-97.7854597,31599,0,0,0,,
mexico-346,Pomoca,Tabasco,,Mexico,mexico,18.0510253,-92.9313469,31592,0,0,0,,
mexico-347,Loma Bonita,Oaxaca,,Mexico,mexico,18.1098711,-95.8799761,31469,0,0,0,,
mexico-348,Macuspana,Tabasco,,Mexico,mexico,17.7564314,-92.5940706,31435,0,0,0,,
mexico-349,Escárcega,Campeche,,Mexico,mexico,18.6043147,-90.7320008,31375,0,0,0,,
mexico-350,Tecamachalco,Puebla,,Mexico,mexico,18.8846917,-97.7284161,31315,0,0,0,,
mexico-351,La Magdalena Atlicpac,México,,Mexico,mexico,19.3710325,-98.9555736,31275,0,0,0,,
mexico-352,Apaseo el Grande,Guanajuato,,Mexico,mexico,20.5452842,-100.6882169,31264,0,0,0,,
mexico-353,Tequila,Jalisco,,Mexico,mexico,20.8794394,-103.8356467,31115,0,0,0,,
mexico-354,Tejupilco de Hidalgo,México,,Mexico,mexico,18.9056964,-100.1534028,30967,0,0,0,,
mexico-355,Tultitlán de Mariano Escobedo,México,,Mexico,mexico,19.6475133,-99.169195,30929,0,0,0,Tultitlán,
mexico-356,Santa Cruz del Valle,Jalisco,,Mexico,mexico,20.5475,-103.3338889,30849,0,0,0,,
mexico-357,El Jaral,Nuevo León,,Mexico,mexico,25.8535336,-100.3172514,30843,0,0,0,,
mexico-358,Navolato,Sinaloa,,Mexico,mexico,24.7672189,-107.6967603,30796,0,0,0,,
mexico-359,Felipe Carrillo Puerto,Quintana Roo,,Mexico,mexico,19.57851,-88.0465867,30754,0,0,0,,
mexico-360,Tacámbaro de Codallos,Michoacán,,Mexico,mexico,19.2355367,-101.4573281,30519,0,0,0,,
mexico-361,Tuxpan,Jalisco,,Mexico,mexico,19.5544444,-103.3722222,30471,0,0,0,,
mexico-362,Magdalena de Kino,Sonora,,Mexico,mexico,30.6303556,-110.9694044,30429,0,0,0,,
mexico-363,Contla,Tlaxcala,,Mexico,mexico,19.3345178,-98.1679064,30417,0,0,0,,
mexico-364,Jesús del Monte,México,,Mexico,mexico,19.37709,-99.2952222,30396,0,0,0,,
mexico-365,Huatabampo,Sonora,,Mexico,mexico,26.8268969,-109.6441533,30324,0,0,0,,
mexico-366,Real del Sol,Nuevo León,,Mexico,mexico,25.9290056,-100.1829583,30279,0,0,0,,
mexico-367,Misantla,Veracruz,,Mexico,mexico,19.9286344,-96.8527361,30232,0,0,0,,
mexico-368,Ciénega de Flores,Nuevo León,,Mexico,mexico,25.9520694,-100.1681083,30217,0,0,0,,
mexico-369,Metepec,México,,Mexico,mexico,19.25242,-99.6044917,30203,0,0,0,,
mexico-370,Ixtaczoquitlán,Veracruz,,Mexico,mexico,18.8510664,-97.0630672,30131,0,0,0,,
mexico-371,Santiago Papasquiaro,Durango,,Mexico,mexico,25.0390797,-105.420945,30063,0,0,0,,
mexico-372,Buena Vista,Nuevo León,,Mexico,mexico,25.8525139,-100.3597033,29920,0,0,0,,
mexico-373,Puerto Escondido,Oaxaca,,Mexico,mexico,15.8625017,-97.0712964,29903,0,0,0,,
mexico-374,San Luis Mextepec,México,,Mexico,mexico,19.2988864,-99.7344808,29788,0,0,0,,
mexico-375,San José el Alto,Querétaro,,Mexico,mexico,20.6549197,-100.3820889,29758,0,0,0,,
mexico-376,Huejotzingo,Puebla,,Mexico,mexico,19.1589942,-98.4081311,29613,0,0,0,,
mexico-377,Zacualtipán,Hidalgo,,Mexico,mexico,20.6451814,-98.6536269,29472,0,0,0,,
mexico-378,Las Pintitas,Jalisco,,Mexico,mexico,20.5644444,-103.3022222,29445,0,0,0,,
mexico-379,Santa María Moyotzingo,Puebla,,Mexico,mexico,19.2443914,-98.4051083,29426,0,0,0,,
mexico-380,Tula de Allende,Hidalgo,,Mexico,mexico,20.0552197,-99.3431889,29390,0,0,0,Tula,
mexico-381,Valle del Roble,Nuevo León,,Mexico,mexico,25.6065461,-100.0737394,29183,0,0,0,,
mexico-382,Miahuatlán de Porfirio Díaz,Oaxaca,,Mexico,mexico,16.3284775,-96.5965242,29130,0,0,0,,
mexico-383,Tepeaca,Puebla,,Mexico,mexico,18.9661328,-97.9054344,29123,0,0,0,,
mexico-384,Cosamaloapan,Veracruz,,Mexico,mexico,18.3647739,-95.7963586,29081,0,0,0,Cosamaloapan de Carpio,
mexico-385,Ocoyoacac,México,,Mexico,mexico,19.2692808,-99.4556953,29068,0,0,0,,
mexico-386,Teapa,Tabasco,,Mexico,mexico,17.5482844,-92.9529944,29068,0,0,0,,
mexico-387,San Jerónimo Chicahualco,México,,Mexico,mexico,19.2793644,-99.5931858,29060,0,0,0,,
mexico-388,Reforma,Chiapas,,Mexico,mexico,17.8658119,-93.1471081,29018,0,0,0,,
mexico-389,Abasolo,Guanajuato,,Mexico,mexico,20.4509,-101.5283606,29002,0,0,0,,
mexico-390,Ciudad de Allende,Nuevo León,,Mexico,mexico,25.2869,-100.0083239,28843,0,0,0,Allende,
mexico-391,Apan,Hidalgo,,Mexico,mexico,19.71,-98.4519444,28792,0,0,0,,
mexico-392,San Sebastián el Grande,Jalisco,,Mexico,mexico,20.5318842,-103.4308547,28770,0,0,0,,
mexico-393,Atotonilco el Alto,Jalisco,,Mexico,mexico,20.5505556,-102.5041667,28678,0,0,0,,
mexico-394,Papalotla,Tlaxcala,,Mexico,mexico,19.1698525,-98.2045864,28657,0,0,0,,
mexico-395,Catemaco,Veracruz,,Mexico,mexico,18.4246147,-95.1123392,28655,0,0,0,,
mexico-396,Santa María Atzompa,Oaxaca,,Mexico,mexico,17.1028656,-96.7792611,28586,0,0,0,,
mexico-397,Tekax de Álvaro Obregón,Yucatán,,Mexico,mexico,20.2034647,-89.2883881,28461,0,0,0,,
mexico-398,Hunucmá,Yucatán,,Mexico,mexico,21.0161542,-89.8770517,28412,0,0,0,,
mexico-399,Villas de la Hacienda,Jalisco,,Mexico,mexico,20.5312442,-103.3830889,28276,0,0,0,,
mexico-400,Apaseo el Alto,Guanajuato,,Mexico,mexico,20.4571714,-100.6216264,28260,0,0,0,,
mexico-401,Costa Rica,Sinaloa,,Mexico,mexico,24.590405,-107.3895722,28239,0,0,0,,
mexico-402,San Fernando,Tamaulipas,,Mexico,mexico,24.8486781,-98.1596208,28215,0,0,0,,
mexico-403,Sayula,Jalisco,,Mexico,mexico,19.8836111,-103.5972222,28145,0,0,0,,
mexico-404,Villagrán,Guanajuato,,Mexico,mexico,20.5113717,-100.9965028,28109,0,0,0,,
mexico-405,Nanchital de Lázaro Cárdenas del Río,Veracruz,,Mexico,mexico,18.0721414,-94.4111758,28076,0,0,0,Nanchital,
mexico-406,San Juan Ixtayopan,Ciudad de México,,Mexico,mexico,19.2408961,-98.9955967,28027,0,0,0,,
mexico-407,Rodolfo Sánchez Taboada,Baja California,,Mexico,mexico,31.7235508,-116.5714906,27969,0,0,0,Maneadero,
mexico-408,Zumpango del Río,Guerrero,,Mexico,mexico,17.6531972,-99.5259367,27944,0,0,0,,
mexico-409,El Salto,Jalisco,,Mexico,mexico,20.5194444,-103.1816667,27876,0,0,0,,
mexico-410,Encarnación de Díaz,Jalisco,,Mexico,mexico,21.5244444,-102.2330556,27833,0,0,0,,
mexico-411,Motozintla de Mendoza,Chiapas,,Mexico,mexico,15.3631672,-92.2477444,27815,0,0,0,Motozintla,
mexico-412,San Antonio Tecómitl,Ciudad de México,,Mexico,mexico,19.2175372,-98.9937178,27768,0,0,0,,
mexico-413,Mixquiahuala de Juárez,Hidalgo,,Mexico,mexico,20.22938,-99.2137981,27713,0,0,0,Mixquiahuala,
mexico-414,Sauces,México,,Mexico,mexico,19.3588017,-99.5922608,27628,0,0,0,,
mexico-415,Ometepec,Guerrero,,Mexico,mexico,16.6850892,-98.4044214,27607,0,0,0,,
mexico-416,San José Iturbide,Guanajuato,,Mexico,mexico,21.0008219,-100.3857203,27593,0,0,0,,
mexico-417,Castaños,Coahuila,,Mexico,mexico,26.7852778,-101.4305556,27314,0,0,0,,
mexico-418,Emiliano Zapata,México,,Mexico,mexico,19.3451575,-98.9761492,27295,0,0,0,,
mexico-419,La Orilla,Michoacán,,Mexico,mexico,17.9943486,-102.2275453,27291,0,0,0,,
mexico-420,Zapotiltic,Jalisco,,Mexico,mexico,19.6255556,-103.4125,27260,0,0,0,,
mexico-421,Huimanguillo,Tabasco,,Mexico,mexico,17.8351744,-93.3907692,27182,0,0,0,,
mexico-422,San Buenaventura,México,,Mexico,mexico,19.2677019,-99.6921614,26968,0,0,0,,
mexico-423,Nava,Coahuila,,Mexico,mexico,28.4218747,-100.7675536,26963,0,0,0,,
mexico-424,Yurécuaro,Michoacán,,Mexico,mexico,20.3410889,-102.2824253,26691,0,0,0,,
mexico-425,El Salto,Durango,,Mexico,mexico,23.7781506,-105.3601919,26678,0,0,0,,
mexico-426,San Jacinto,Puebla,,Mexico,mexico,19.1527389,-98.2583133,26628,0,0,0,,
mexico-427,Loreto,Zacatecas,,Mexico,mexico,22.2721867,-101.9865639,26287,0,0,0,,
mexico-428,Álamo,Veracruz,,Mexico,mexico,20.9171425,-97.6755314,26236,0,0,0,,
mexico-429,Oxkutzcab,Yucatán,,Mexico,mexico,20.3019325,-89.4187517,26175,0,0,0,,
mexico-430,Haciendas de Tizayuca,Hidalgo,,Mexico,mexico,19.8741156,-98.9595817,26122,0,0,0,,
mexico-431,Motul de Carrillo Puerto,Yucatán,,Mexico,mexico,21.0955506,-89.2839247,26081,0,0,0,,
mexico-432,San Lorenzo Acopilco,Ciudad de México,,Mexico,mexico,19.3310047,-99.3256817,26042,0,0,0,,
mexico-433,Ciudad Ixtepec,Oaxaca,,Mexico,mexico,16.5676983,-95.0987125,26015,0,0,0,,
mexico-434,Los Pilares,Nuevo León,,Mexico,mexico,25.9127431,-100.2429689,25995,0,0,0,,
mexico-435,San Miguel el Alto,Jalisco,,Mexico,mexico,21.0305556,-102.3980556,25925,0,0,0,,
mexico-436,Chiconcuac de Juárez,México,,Mexico,mexico,19.5527222,-98.8953069,25868,0,0,0,,
mexico-437,Ciudad Altamirano,Guerrero,,Mexico,mexico,18.3622728,-100.6682408,25850,0,0,0,,
mexico-438,Yuriria,Guanajuato,,Mexico,mexico,20.2127433,-101.1309333,25845,0,0,0,,
mexico-439,Tequixquiac,México,,Mexico,mexico,19.9102767,-99.1489131,25697,0,0,0,,
mexico-440,Isla,Veracruz,,Mexico,mexico,18.0275139,-95.5276281,25608,0,0,0,,
mexico-441,Paraíso,Tabasco,,Mexico,mexico,18.39577,-93.2142369,25555,0,0,0,,
mexico-442,Ixtlán del Río,Nayarit,,Mexico,mexico,21.0350553,-104.3689111,25477,0,0,0,,
mexico-443,Ciudad Serdán,Puebla,,Mexico,mexico,18.98826,-97.4484958,25468,0,0,0,,
mexico-444,Arriaga,Chiapas,,Mexico,mexico,16.236065,-93.8994733,25366,0,0,0,,
mexico-445,Gabriel Leyva Solano,Sinaloa,,Mexico,mexico,25.6643308,-108.6385864,25157,0,0,0,Benito Juárez,
mexico-446,Teloloapan,Guerrero,,Mexico,mexico,18.3718092,-99.8695728,25148,0,0,0,,
mexico-447,Sombrerete,Zacatecas,,Mexico,mexico,23.6313778,-103.6413422,25068,0,0,0,,
mexico-448,Tixtla de Guerrero,Guerrero,,Mexico,mexico,17.5667242,-99.3982714,24920,0,0,0,,
mexico-449,Jalostotitlán,Jalisco,,Mexico,mexico,21.1686111,-102.4611111,24890,0,0,0,,
mexico-450,Romita,Guanajuato,,Mexico,mexico,20.871215,-101.5171172,24757,0,0,0,,
mexico-451,Jiquilpan de Juárez,Michoacán,,Mexico,mexico,19.9897192,-102.7185633,24662,0,0,0,,
mexico-452,Tenango de Arista,México,,Mexico,mexico,19.1037608,-99.591575,24612,0,0,0,,
mexico-453,Teocaltiche,Jalisco,,Mexico,mexico,21.4344444,-102.5702778,24580,0,0,0,,
mexico-454,Teotihuacán de Arista,México,,Mexico,mexico,19.6854794,-98.8686278,24575,0,0,0,Teotihuacán,
mexico-455,Ebano,San Luis Potosí,,Mexico,mexico,22.2123392,-98.3778033,24454,0,0,0,Empalme,
mexico-456,San Antonio de la Cal,Oaxaca,,Mexico,mexico,17.0313133,-96.6992842,24419,0,0,0,,
mexico-457,Chapala,Jalisco,,Mexico,mexico,20.2933333,-103.1897222,24352,0,0,0,,
mexico-458,Ocotlán,Tlaxcala,,Mexico,mexico,19.3173956,-98.2285264,24342,0,0,0,,
mexico-459,Las Margaritas,Chiapas,,Mexico,mexico,16.3159472,-91.9815683,24326,0,0,0,,
mexico-460,San Francisco Coaxusco,México,,Mexico,mexico,19.2725286,-99.6273153,24310,0,0,0,,
mexico-461,Mezcales,Nayarit,,Mexico,mexico,20.7285231,-105.2825803,24309,0,0,0,,
mexico-462,Tamazunchale,San Luis Potosí,,Mexico,mexico,21.2627378,-98.7915175,24258,0,0,0,,
mexico-463,Comonfort,Guanajuato,,Mexico,mexico,20.7200475,-100.7612022,24228,0,0,0,,
mexico-464,Valle de Bravo,México,,Mexico,mexico,19.1943947,-100.1316069,24167,0,0,0,,
mexico-465,Fraccionamiento Ciudad Olmeca,Veracruz,,Mexico,mexico,18.1521867,-94.552425,24085,0,0,0,,
mexico-466,Xoxocotla Centro,Morelos,,Mexico,mexico,18.6865728,-99.2448947,24073,0,0,0,,
mexico-467,Paseos de la Pradera,Hidalgo,,Mexico,mexico,19.8969694,-99.2270542,23867,0,0,0,,
mexico-468,Huetamo de Núñez,Michoacán,,Mexico,mexico,18.6264258,-100.8997247,23836,0,0,0,,
mexico-469,La Nueva Esperanza II,Jalisco,,Mexico,mexico,20.50764,-103.3368369,23735,0,0,0,Los Cantaros,
mexico-470,Santa Anita,Jalisco,,Mexico,mexico,20.5505556,-103.44,23531,0,0,0,,
mexico-471,San Buenaventura,Coahuila,,Mexico,mexico,27.0602572,-101.5500286,23413,0,0,0,,
mexico-472,Petatlán,Guerrero,,Mexico,mexico,17.5382067,-101.2745519,23363,0,0,0,,
mexico-473,Allende,Veracruz,,Mexico,mexico,18.1558117,-94.3967539,23351,0,0,0,,
mexico-474,San Jorge Pueblo Nuevo,México,,Mexico,mexico,19.2453644,-99.6191089,23285,0,0,0,,
mexico-475,Atlacomulco de Fabela,México,,Mexico,mexico,19.8000286,-99.8742539,23219,0,0,0,,
mexico-476,Pedro Meoqui,Chihuahua,,Mexico,mexico,28.2677967,-105.4802911,23140,0,0,0,Meoqui,
mexico-477,Frontera,Tabasco,,Mexico,mexico,18.5301108,-92.6521872,23024,0,0,0,,
mexico-478,Xonacatlán,México,,Mexico,mexico,19.4044192,-99.5303958,22953,0,0,0,,
mexico-479,Playas del Rosario,Tabasco,,Mexico,mexico,17.8529447,-92.9328711,22934,0,0,0,Subteniente García,
mexico-480,Ciudad de Chignahuapan,Puebla,,Mexico,mexico,19.8382233,-98.0309753,22904,0,0,0,,
mexico-481,Puerto Aventuras,Quintana Roo,,Mexico,mexico,20.5127819,-87.2351914,22878,0,0,0,,
mexico-482,Banderilla,Veracruz,,Mexico,mexico,19.5916067,-96.9408844,22760,0,0,0,,
mexico-483,El Grullo,Jalisco,,Mexico,mexico,19.8075,-104.2155556,22738,0,0,0,,
mexico-484,La Providencia Siglo XXI,Hidalgo,,Mexico,mexico,20.0648317,-98.7194539,22705,0,0,0,,
mexico-485,San Mateo Otzacatipan,México,,Mexico,mexico,19.3267167,-99.6051058,22574,0,0,0,,
mexico-486,Juan Aldama,Chihuahua,,Mexico,mexico,28.8383806,-105.9112925,22568,0,0,0,,
mexico-487,Arcelia,Guerrero,,Mexico,mexico,18.315825,-100.2839519,22534,0,0,0,,
mexico-488,Cosoleacaque,Veracruz,,Mexico,mexico,17.998595,-94.6356942,22521,0,0,0,,
mexico-489,San Mateo Oxtotitlán,México,,Mexico,mexico,19.2925211,-99.6868697,22500,0,0,0,,
