code,name,state,territory,country,quiz,latitude,longitude,population,national_capital,state_capital,manually_added,nicknames,db_match
mexico-18889,Pozo del Carmen,San Luis Potosí,,Mexico,mexico,22.3056092,-100.6100897,541,0,0,0,,
mexico-18890,Presidente Cárdenas,Tamaulipas,,Mexico,mexico,25.9080183,-97.7968908,541,0,0,0,,
mexico-18891,Rancho Nuevo,San Luis Potosí,,Mexico,mexico,23.7082986,-100.6279819,541,0,0,0,,
mexico-18892,San Antonio,Guanajuato,,Mexico,mexico,21.1764194,-100.9662931,541,0,0,0,,
mexico-18893,San Felipe Atotonilco,Oaxaca,,Mexico,mexico,16.7574722,-98.0563475,541,0,0,0,,
mexico-18894,San Juan Teita,Oaxaca,,Mexico,mexico,17.0952617,-97.4143131,541,0,0,0,,
mexico-18895,Toluquilla Buena Vista,Veracruz,,Mexico,mexico,18.7477717,-96.7436111,541,0,0,0,,
mexico-18896,Turundeo,Michoacán,,Mexico,mexico,19.6186669,-100.4793408,541,0,0,0,,
mexico-18897,Villa del Mar,Chiapas,,Mexico,mexico,16.1315567,-93.9579569,541,0,0,0,,
mexico-18898,20 de Noviembre,Guanajuato,,Mexico,mexico,21.6497542,-101.5778019,540,0,0,0,,
mexico-18899,Ahuaxotitla,Guerrero,,Mexico,mexico,18.1464219,-99.7815956,540,0,0,0,,
mexico-18900,Barrio Progreso,San Luis Potosí,,Mexico,mexico,21.2100769,-98.8703156,540,0,0,0,,
mexico-18901,Belisario Domínguez,Chiapas,,Mexico,mexico,17.2017811,-93.6163258,540,0,0,0,,
mexico-18902,Coire,Michoacán,,Mexico,mexico,18.3938025,-103.3182264,540,0,0,0,,
mexico-18903,Cuahutepec la Quina,Veracruz,,Mexico,mexico,19.0418514,-97.0780386,540,0,0,0,,
mexico-18904,El Fraile,Guerrero,,Mexico,mexico,18.5368894,-99.6382561,540,0,0,0,,
mexico-18905,Emiliano Zapata,Tamaulipas,,Mexico,mexico,25.0898644,-98.0534836,540,0,0,0,,
mexico-18906,Gudiños,Querétaro,,Mexico,mexico,20.8823325,-100.0179064,540,0,0,0,,
mexico-18907,La Defensa,Veracruz,,Mexico,mexico,20.9787081,-97.8040861,540,0,0,0,,
mexico-18908,La Esperanza Nueva,Veracruz,,Mexico,mexico,20.8358717,-97.5873108,540,0,0,0,,
mexico-18909,La Laguna,Guanajuato,,Mexico,mexico,21.1141472,-100.4623056,540,0,0,0,,
mexico-18910,La Villita,Jalisco,,Mexico,mexico,20.5863772,-104.1723644,540,0,0,0,,
mexico-18911,Las Canoas,Guanajuato,,Mexico,mexico,20.1502583,-100.8950892,540,0,0,0,,
mexico-18912,Las Juntas de Chacámero,Guerrero,,Mexico,mexico,18.3739992,-100.6117772,540,0,0,0,,
mexico-18913,Limón de San Lucas del Maíz,México,,Mexico,mexico,18.9835167,-100.2465953,540,0,0,0,,
mexico-18914,Llano Grande,Puebla,,Mexico,mexico,19.7150178,-98.1614028,540,0,0,0,,
mexico-18915,Los Órganos,Guanajuato,,Mexico,mexico,20.0555,-100.8137767,540,0,0,0,,
mexico-18916,Nuevo Rosario Río Blanco,Chiapas,,Mexico,mexico,16.4406197,-91.5503667,540,0,0,0,,
mexico-18917,Nuevo San Carlos,Chiapas,,Mexico,mexico,16.6948658,-91.9677875,540,0,0,0,,
mexico-18918,Pacula,Hidalgo,,Mexico,mexico,21.0508208,-99.2960992,540,0,0,0,,
mexico-18919,Plan de Mulumí,Chiapas,,Mexico,mexico,16.635325,-93.1215783,540,0,0,0,,
mexico-18920,Remedios,Hidalgo,,Mexico,mexico,20.5310639,-99.3104722,540,0,0,0,,
mexico-18921,Reyixtla,Veracruz,,Mexico,mexico,20.8754547,-98.05477,540,0,0,0,,
mexico-18922,San Antonio Atotonilco,México,,Mexico,mexico,19.4636111,-99.7769444,540,0,0,0,,
mexico-18923,San Antonio el Paraje,Chiapas,,Mexico,mexico,16.30062,-92.3986731,540,0,0,0,,
mexico-18924,San Antonio Tzalaní,Chiapas,,Mexico,mexico,16.1292544,-91.9953892,540,0,0,0,,
mexico-18925,Tampuche,Veracruz,,Mexico,mexico,22.0684378,-98.1587711,540,0,0,0,,
mexico-18926,Tan Jajnec,San Luis Potosí,,Mexico,mexico,21.6343617,-98.8941328,540,0,0,0,,
mexico-18927,Tapitzalá Número Dos,Chiapas,,Mexico,mexico,15.5713533,-92.1520775,540,0,0,0,,
mexico-18928,Tecomajapa,Veracruz,,Mexico,mexico,20.6879975,-98.2353978,540,0,0,0,,
mexico-18929,Tepizuac,Jalisco,,Mexico,mexico,21.6249156,-103.6381764,540,0,0,0,,
mexico-18930,Tres Puentes,Chiapas,,Mexico,mexico,16.9390772,-92.7577642,540,0,0,0,,
mexico-18931,Tzidejhé,Hidalgo,,Mexico,mexico,20.5879431,-99.5221094,540,0,0,0,,
mexico-18932,Arroyo Seco,Guanajuato,,Mexico,mexico,21.0887964,-100.1734611,539,0,0,0,,
mexico-18933,Barra de Palmas,Veracruz,,Mexico,mexico,20.1611678,-96.7271283,539,0,0,0,,
mexico-18934,Boca del Monte,Puebla,,Mexico,mexico,18.3890144,-97.0798103,539,0,0,0,,
mexico-18935,Chautipan,Guerrero,,Mexico,mexico,17.5099631,-99.7411744,539,0,0,0,,
mexico-18936,El Crucero de Matacapan,Veracruz,,Mexico,mexico,18.4334367,-95.1717361,539,0,0,0,,
mexico-18937,El Parnaso,Tabasco,,Mexico,mexico,18.0052419,-93.4695744,539,0,0,0,,
mexico-18938,El Poleo,Querétaro,,Mexico,mexico,20.8662686,-100.0498508,539,0,0,0,,
mexico-18939,El Rincón,Veracruz,,Mexico,mexico,19.0344022,-96.2254369,539,0,0,0,,
mexico-18940,La Aguada,Veracruz,,Mexico,mexico,19.0307939,-96.0325719,539,0,0,0,,
mexico-18941,La Reforma,Chiapas,,Mexico,mexico,15.7087014,-92.2067044,539,0,0,0,,
mexico-18942,La Reforma,Veracruz,,Mexico,mexico,20.1298419,-96.9226897,539,0,0,0,,
mexico-18943,Las Barrancas,Baja California Sur,,Mexico,mexico,26.0021622,-112.1974197,539,0,0,0,,
mexico-18944,Mixtán,Oaxaca,,Mexico,mexico,17.9116544,-95.8607564,539,0,0,0,,
mexico-18945,Paso Carretas,Veracruz,,Mexico,mexico,18.6847042,-96.1374931,539,0,0,0,,
mexico-18946,Pilateno,San Luis Potosí,,Mexico,mexico,21.3316769,-98.9689578,539,0,0,0,,
mexico-18947,Poblado Janitzio,Baja California,,Mexico,mexico,32.5279097,-114.8546614,539,0,0,0,,
mexico-18948,Puerta del Río,San Luis Potosí,,Mexico,mexico,22.2389758,-100.2610583,539,0,0,0,,
mexico-18949,Rinconada,Veracruz,,Mexico,mexico,19.6679175,-97.1461458,539,0,0,0,,
mexico-18950,San José Masiaca,Sonora,,Mexico,mexico,26.7460294,-109.2469617,539,0,0,0,,
mexico-18951,San Juan Juquila Vijanos,Oaxaca,,Mexico,mexico,17.3538133,-96.3040147,539,0,0,0,,
mexico-18952,Santa Fe,Nayarit,,Mexico,mexico,22.0361914,-105.0728786,539,0,0,0,,
mexico-18953,Santo Domingo Agua Zarca,Hidalgo,,Mexico,mexico,20.1520411,-98.4997489,539,0,0,0,,
mexico-18954,Tlacote el Alto,Querétaro,,Mexico,mexico,20.6913133,-100.5225561,539,0,0,0,,
mexico-18955,Tzinejá Uno,San Luis Potosí,,Mexico,mexico,21.5672806,-98.96697,539,0,0,0,,
mexico-18956,Urequío,Michoacán,,Mexico,mexico,19.9792997,-101.6891006,539,0,0,0,,
mexico-18957,Zaragoza,Michoacán,,Mexico,mexico,20.3450497,-101.9634578,539,0,0,0,,
mexico-18958,Almazantla,Puebla,,Mexico,mexico,18.9254247,-98.4057089,538,0,0,0,,
mexico-18959,Atotonilco,Sonora,,Mexico,mexico,27.3066906,-110.1705039,538,0,0,0,,
mexico-18960,Banda,Guanajuato,,Mexico,mexico,20.9630781,-100.8186875,538,0,0,0,,
mexico-18961,Barrio de Guadalupe,Puebla,,Mexico,mexico,18.1731703,-98.0831622,538,0,0,0,,
mexico-18962,Barrio el Centenario,México,,Mexico,mexico,19.5185256,-99.9955931,538,0,0,0,,
mexico-18963,Barrio los Ángeles,México,,Mexico,mexico,19.1650869,-99.6220389,538,0,0,0,,
mexico-18964,Benito Juárez,Chiapas,,Mexico,mexico,15.8963,-92.3741883,538,0,0,0,,
mexico-18965,Chik Akil Pojcol,Chiapas,,Mexico,mexico,17.0101539,-91.9639706,538,0,0,0,,
mexico-18966,Colonia Niños Héroes,Morelos,,Mexico,mexico,18.6616389,-99.1544831,538,0,0,0,,
mexico-18967,Colonia Ojo de Agua,México,,Mexico,mexico,19.3117886,-99.4566717,538,0,0,0,,
mexico-18968,Cruz Blanca,Sinaloa,,Mexico,mexico,25.4494494,-108.2729125,538,0,0,0,,
mexico-18969,Cuatecomaco,Veracruz,,Mexico,mexico,20.7733675,-98.2736067,538,0,0,0,,
mexico-18970,Ejido de Chiautla,México,,Mexico,mexico,19.5414711,-98.8839556,538,0,0,0,,
mexico-18971,El Barí 1ra. Sección,Tabasco,,Mexico,mexico,18.2120894,-94.0802931,538,0,0,0,,
mexico-18972,El Durazno,Durango,,Mexico,mexico,23.9618514,-104.741855,538,0,0,0,,
mexico-18973,El Tamarindo,Veracruz,,Mexico,mexico,18.8099189,-96.7377006,538,0,0,0,,
mexico-18974,El Terrero I,Guerrero,,Mexico,mexico,17.5973633,-99.1563408,538,0,0,0,,
mexico-18975,Galeana,Veracruz,,Mexico,mexico,21.2912792,-97.6913267,538,0,0,0,,
mexico-18976,Granada,Yucatán,,Mexico,mexico,20.5787328,-90.0474511,538,0,0,0,,
mexico-18977,Guadalupe Piletas,Puebla,,Mexico,mexico,18.8175172,-97.4152589,538,0,0,0,,
mexico-18978,Islamapita,Chiapas,,Mexico,mexico,15.0651111,-92.4643222,538,0,0,0,,
mexico-18979,La Cofradía,Michoacán,,Mexico,mexico,20.06921,-101.5919861,538,0,0,0,,
mexico-18980,La Dieta,Michoacán,,Mexico,mexico,19.4472408,-100.20244,538,0,0,0,,
mexico-18981,La Perla del Golfo,Veracruz,,Mexico,mexico,18.5250381,-94.8126764,538,0,0,0,,
mexico-18982,Las Sidras,Puebla,,Mexico,mexico,17.9867019,-97.8848764,538,0,0,0,,
mexico-18983,Metlaltepec,México,,Mexico,mexico,18.7195503,-99.9372947,538,0,0,0,,
mexico-18984,Nueva Francia,Chiapas,,Mexico,mexico,16.7312517,-93.6457617,538,0,0,0,,
mexico-18985,Papatlatla,Puebla,,Mexico,mexico,20.1619989,-97.995165,538,0,0,0,,
mexico-18986,Puente del Carmen,Guanajuato,,Mexico,mexico,20.8860508,-100.6413139,538,0,0,0,,
mexico-18987,Quinta Lilia,Puebla,,Mexico,mexico,20.3970364,-97.8877883,538,0,0,0,,
mexico-18988,Rancho Nuevo,Veracruz,,Mexico,mexico,20.3798997,-97.512705,538,0,0,0,,
mexico-18989,San Gabriel,Sinaloa,,Mexico,mexico,25.5290542,-108.4744236,538,0,0,0,,
mexico-18990,San Rafael de las Tablas,Zacatecas,,Mexico,mexico,22.7944906,-104.0948217,538,0,0,0,,
mexico-18991,San Salvador,Hidalgo,,Mexico,mexico,21.0120197,-98.5984494,538,0,0,0,,
mexico-18992,Santa Ana,Michoacán,,Mexico,mexico,19.8605889,-100.2440122,538,0,0,0,,
mexico-18993,Santiago,Puebla,,Mexico,mexico,20.1804803,-98.0323281,538,0,0,0,,
mexico-18994,Tierra y Libertad,Zacatecas,,Mexico,mexico,23.4529075,-102.3894547,538,0,0,0,,
mexico-18995,Todos por Hidalgo,Hidalgo,,Mexico,mexico,21.1531733,-98.3885158,538,0,0,0,,
mexico-18996,Trapiche,Chiapas,,Mexico,mexico,17.4850119,-92.2630261,538,0,0,0,,
mexico-18997,Zempazulco,Guerrero,,Mexico,mexico,16.8482764,-99.1174983,538,0,0,0,,
mexico-18998,Ábrego,San Luis Potosí,,Mexico,mexico,22.6384144,-100.3709086,537,0,0,0,,
mexico-18999,Acatipa,Hidalgo,,Mexico,mexico,20.9159994,-98.2633397,537,0,0,0,,
mexico-19000,Aguapepito,Sinaloa,,Mexico,mexico,24.5939567,-107.6737567,537,0,0,0,,
mexico-19001,Atlaltipa Tecolotitla,Hidalgo,,Mexico,mexico,21.0006597,-98.3690636,537,0,0,0,,
mexico-19002,Bajxulum,Chiapas,,Mexico,mexico,16.9000333,-92.6068453,537,0,0,0,,
mexico-19003,Barrio Guadalupe,Veracruz,,Mexico,mexico,18.7880783,-96.8750789,537,0,0,0,,
mexico-19004,Buenavista,Chiapas,,Mexico,mexico,16.6108944,-93.1071556,537,0,0,0,,
mexico-19005,Chorohui,Sinaloa,,Mexico,mexico,25.5181167,-108.4616333,537,0,0,0,,
mexico-19006,Colonia Álvaro Obregón,México,,Mexico,mexico,19.7596753,-98.8731556,537,0,0,0,,
mexico-19007,El Cerrito,Guanajuato,,Mexico,mexico,20.2920739,-100.7465781,537,0,0,0,,
mexico-19008,Emiliano Zapata,Veracruz,,Mexico,mexico,18.7065392,-96.7394878,537,0,0,0,,
mexico-19009,Ezequiel Leyva,Sinaloa,,Mexico,mexico,24.7143617,-107.795565,537,0,0,0,,
mexico-19010,Haciendas de Tequisquiapan,Querétaro,,Mexico,mexico,20.5773972,-99.9115469,537,0,0,0,,
mexico-19011,Islamapa,Chiapas,,Mexico,mexico,15.0687017,-92.4375692,537,0,0,0,,
mexico-19012,J. Trinidad Regalado,Michoacán,,Mexico,mexico,20.0294489,-101.7486678,537,0,0,0,,
mexico-19013,La Mancornada,Oaxaca,,Mexico,mexico,16.6463883,-96.0199947,537,0,0,0,,
mexico-19014,La Reforma,Veracruz,,Mexico,mexico,20.8161267,-98.1464497,537,0,0,0,,
mexico-19015,La Soledad Piedra Ancha,Oaxaca,,Mexico,mexico,18.0451072,-96.7025489,537,0,0,0,,
mexico-19016,Las Juntas y los Veranos,Jalisco,,Mexico,mexico,20.4796025,-105.2927633,537,0,0,0,,
mexico-19017,Llano de León,Oaxaca,,Mexico,mexico,16.0561903,-96.9741069,537,0,0,0,,
mexico-19018,Matlalapa,Veracruz,,Mexico,mexico,19.4679731,-97.0802608,537,0,0,0,,
mexico-19019,Nexcuayo,San Luis Potosí,,Mexico,mexico,21.3289228,-98.7937667,537,0,0,0,,
mexico-19020,Santa Magdalena Tiloxtoc,México,,Mexico,mexico,19.2344775,-100.1783622,537,0,0,0,,
mexico-19021,Tenexco II,Hidalgo,,Mexico,mexico,21.0654006,-98.3509378,537,0,0,0,,
mexico-19022,Xitopontla,Guerrero,,Mexico,mexico,17.7121506,-98.8424056,537,0,0,0,,
mexico-19023,Ampliación San Jerónimo,México,,Mexico,mexico,19.7361844,-98.9414978,536,0,0,0,,
mexico-19024,Asunción Etla,Oaxaca,,Mexico,mexico,17.21443,-96.7960467,536,0,0,0,,
mexico-19025,Brazo de la Palma,Veracruz,,Mexico,mexico,18.6233381,-95.3960842,536,0,0,0,,
mexico-19026,Cañada Honda,Aguascalientes,,Mexico,mexico,22.0077542,-102.1969858,536,0,0,0,,
mexico-19027,Cenote Yalsihón Buena Fe,Yucatán,,Mexico,mexico,21.4077497,-88.5041719,536,0,0,0,,
mexico-19028,Chacalilla,Nayarit,,Mexico,mexico,21.6188525,-105.2675378,536,0,0,0,,
mexico-19029,Colonia Girasoles,Morelos,,Mexico,mexico,18.8526964,-98.9238692,536,0,0,0,,
mexico-19030,Cotlaixco,Veracruz,,Mexico,mexico,18.7678581,-96.9495983,536,0,0,0,,
mexico-19031,Cuamanco,Veracruz,,Mexico,mexico,21.1272294,-97.8566186,536,0,0,0,,
mexico-19032,El Contento,Veracruz,,Mexico,mexico,18.6293439,-96.1997175,536,0,0,0,,
mexico-19033,El Salto,Zacatecas,,Mexico,mexico,22.3368475,-102.9489267,536,0,0,0,,
mexico-19034,Ensenada,San Luis Potosí,,Mexico,mexico,21.3887008,-98.8009672,536,0,0,0,,
mexico-19035,Fresnillo,Aguascalientes,,Mexico,mexico,22.2451583,-102.3385628,536,0,0,0,,
mexico-19036,Gaytán del Refugio,Guanajuato,,Mexico,mexico,20.1452947,-100.6687608,536,0,0,0,,
mexico-19037,Guadalupe de los Sauces,Zacatecas,,Mexico,mexico,22.3589775,-101.4432017,536,0,0,0,,
mexico-19038,Hierba Santa,Chiapas,,Mexico,mexico,16.7356369,-93.5746986,536,0,0,0,,
mexico-19039,Jaltepec de Arriba,México,,Mexico,mexico,18.8730417,-99.8917119,536,0,0,0,,
mexico-19040,La Laborcita,Zacatecas,,Mexico,mexico,23.6387886,-103.1414008,536,0,0,0,,
mexico-19041,La Pinta,Chihuahua,,Mexico,mexico,29.2305822,-107.6705706,536,0,0,0,,
mexico-19042,Liberación,Chiapas,,Mexico,mexico,16.4230278,-93.8284539,536,0,0,0,,
mexico-19043,Llano Víbora,Oaxaca,,Mexico,mexico,16.4390431,-97.5258028,536,0,0,0,,
mexico-19044,Manuel Martínez Valadez,Jalisco,,Mexico,mexico,20.8331253,-102.1213236,536,0,0,0,,
mexico-19045,Morelos,Oaxaca,,Mexico,mexico,16.7955953,-97.6769472,536,0,0,0,,
mexico-19046,Ocotillo,Colima,,Mexico,mexico,19.3329689,-103.6501425,536,0,0,0,,
mexico-19047,Providencia,Veracruz,,Mexico,mexico,19.5859331,-96.7079678,536,0,0,0,,
mexico-19048,San Isidro Patrimonio Ejidal,Puebla,,Mexico,mexico,19.3739147,-97.6036611,536,0,0,0,,
mexico-19049,San José del Sauz,Guanajuato,,Mexico,mexico,20.6746086,-100.9842358,536,0,0,0,,
mexico-19050,San Miguel,Hidalgo,,Mexico,mexico,20.8213317,-98.5463364,536,0,0,0,,
mexico-19051,Sitio de Xitlapehua,Oaxaca,,Mexico,mexico,16.3510361,-96.5326031,536,0,0,0,,
mexico-19052,Tepehuajes,México,,Mexico,mexico,18.858565,-99.8693886,536,0,0,0,,
mexico-19053,Úrsulo Galván,Veracruz,,Mexico,mexico,19.6257672,-97.0993294,536,0,0,0,,
mexico-19054,Agua Prieta,Chiapas,,Mexico,mexico,15.2092036,-92.3678969,535,0,0,0,,
mexico-19055,Apetzco,San Luis Potosí,,Mexico,mexico,21.3936111,-99.0108331,535,0,0,0,,
mexico-19056,Barrio el Ocho el Pintal,México,,Mexico,mexico,19.5314217,-100.1007775,535,0,0,0,,
mexico-19057,Cerro de Castro,Veracruz,,Mexico,mexico,18.1381769,-94.9874211,535,0,0,0,,
mexico-19058,Chehuayo Chico,Michoacán,,Mexico,mexico,19.8982531,-101.0748244,535,0,0,0,,
mexico-19059,Colonia la Morita,San Luis Potosí,,Mexico,mexico,22.3598117,-99.8574942,535,0,0,0,,
mexico-19060,Conquista Campesina,Chiapas,,Mexico,mexico,14.6721528,-92.3296047,535,0,0,0,,
mexico-19061,Coyolito,Puebla,,Mexico,mexico,20.5996292,-97.6992464,535,0,0,0,,
mexico-19062,Ejido las Trojes,Michoacán,,Mexico,mexico,19.5809544,-100.3282422,535,0,0,0,,
mexico-19063,El Salitre,Guerrero,,Mexico,mexico,18.5929108,-100.5814606,535,0,0,0,,
mexico-19064,Fraccionamiento el Divino Salvador,Tlaxcala,,Mexico,mexico,19.3849419,-98.0880206,535,0,0,0,,
mexico-19065,Gama de la Paz,México,,Mexico,mexico,18.725265,-99.7977164,535,0,0,0,,
mexico-19066,Guadalupe Xochiloma,Puebla,,Mexico,mexico,18.9683014,-97.3553081,535,0,0,0,,
mexico-19067,Lomas de Buenavista,Guanajuato,,Mexico,mexico,21.0410128,-101.8153064,535,0,0,0,,
mexico-19068,Lomas del Suspiro,Guanajuato,,Mexico,mexico,21.0279464,-101.5525158,535,0,0,0,,
mexico-19069,Manzana Cerritos,Hidalgo,,Mexico,mexico,20.5092708,-99.2082803,535,0,0,0,,
mexico-19070,Monte Chiquito,Veracruz,,Mexico,mexico,20.9630058,-97.7998539,535,0,0,0,,
mexico-19071,San Antonio Pachuquilla,México,,Mexico,mexico,18.8841528,-99.8388472,535,0,0,0,,
mexico-19072,San Gabriel de la Chinantla,Veracruz,,Mexico,mexico,17.5979667,-95.8026931,535,0,0,0,,
mexico-19073,San Rafael,Michoacán,,Mexico,mexico,19.9510553,-100.2157892,535,0,0,0,,
mexico-19074,Santa María Cohetzala,Puebla,,Mexico,mexico,18.2064197,-98.8058886,535,0,0,0,,
mexico-19075,Sombrerete Grande,Veracruz,,Mexico,mexico,20.8898358,-97.8087411,535,0,0,0,,
mexico-19076,Tepexpan,Veracruz,,Mexico,mexico,18.7465997,-97.1563789,535,0,0,0,,
mexico-19077,Texquitote Segundo,San Luis Potosí,,Mexico,mexico,21.2957981,-98.8170594,535,0,0,0,,
mexico-19078,Unión 20 de Junio,Campeche,,Mexico,mexico,18.8107139,-89.2916506,535,0,0,0,,
mexico-19079,Villla Batabia,Puebla,,Mexico,mexico,18.9907631,-98.1690392,535,0,0,0,,
mexico-19080,Acuentla,Guerrero,,Mexico,mexico,17.5186289,-99.2488231,534,0,0,0,,
mexico-19081,Chalingo,Hidalgo,,Mexico,mexico,21.0998397,-98.2205125,534,0,0,0,,
mexico-19082,Cubiri de la Loma,Sinaloa,,Mexico,mexico,25.7630581,-108.2718931,534,0,0,0,,
mexico-19083,Cuixcoatitla,San Luis Potosí,,Mexico,mexico,21.3635761,-98.8091492,534,0,0,0,,
mexico-19084,Diecinueve de Abril,Oaxaca,,Mexico,mexico,17.1347244,-97.7808111,534,0,0,0,,
mexico-19085,Ejido los Naranjos,Veracruz,,Mexico,mexico,18.9671022,-96.8587092,534,0,0,0,,
mexico-19086,Esperanza,Guanajuato,,Mexico,mexico,20.9222467,-100.785985,534,0,0,0,,
mexico-19087,Garzas,Puebla,,Mexico,mexico,19.1010147,-98.3569078,534,0,0,0,,
mexico-19088,Herculano de la Rocha,Sinaloa,,Mexico,mexico,25.6281736,-108.3097686,534,0,0,0,,
mexico-19089,La Conchuda,Oaxaca,,Mexico,mexico,16.0137492,-96.6361386,534,0,0,0,,
mexico-19090,La Huerta,Michoacán,,Mexico,mexico,19.0987186,-102.2869289,534,0,0,0,,
mexico-19091,La Peña,Hidalgo,,Mexico,mexico,21.2018375,-99.0453189,534,0,0,0,,
mexico-19092,La Presa del Gato,Guanajuato,,Mexico,mexico,21.1581431,-100.3828575,534,0,0,0,,
mexico-19093,La Tinaja,Guanajuato,,Mexico,mexico,20.3885167,-101.4756939,534,0,0,0,,
mexico-19094,Las Maravillas,Michoacán,,Mexico,mexico,19.2626625,-100.4254336,534,0,0,0,,
mexico-19095,Loma Maguey,Guerrero,,Mexico,mexico,17.2845644,-98.8227397,534,0,0,0,,
mexico-19096,Los Humeros,Puebla,,Mexico,mexico,19.6791919,-97.4562194,534,0,0,0,,
mexico-19097,Pensamiento Liberal Mexicano,Oaxaca,,Mexico,mexico,16.9248094,-97.0447222,534,0,0,0,,
mexico-19098,Polocote de Arriba,San Luis Potosí,,Mexico,mexico,22.9588308,-101.1313381,534,0,0,0,,
mexico-19099,Portal de las Flores,Nuevo León,,Mexico,mexico,25.8885806,-100.2096222,534,0,0,0,,
mexico-19100,Puerto de la Concepción,Aguascalientes,,Mexico,mexico,22.2016011,-102.1349486,534,0,0,0,,
mexico-19101,Río Verde,Quintana Roo,,Mexico,mexico,19.0386708,-89.03755,534,0,0,0,,
mexico-19102,Río Viejo,Sinaloa,,Mexico,mexico,24.7813928,-107.677915,534,0,0,0,,
mexico-19103,Salitrera,Querétaro,,Mexico,mexico,20.85748,-100.0581897,534,0,0,0,,
mexico-19104,San Andrés Ahuatelco,Puebla,,Mexico,mexico,18.8113125,-98.711625,534,0,0,0,,
mexico-19105,San Arturo,Sonora,,Mexico,mexico,28.9620422,-111.6761133,534,0,0,0,,
mexico-19106,San Bartolo,Guerrero,,Mexico,mexico,18.2231803,-100.3823183,534,0,0,0,,
mexico-19107,San Fernando,Baja California,,Mexico,mexico,30.5912497,-115.9422031,534,0,0,0,,
mexico-19108,San Juan Huiloapan,Puebla,,Mexico,mexico,18.8953592,-97.2801397,534,0,0,0,,
mexico-19109,San Pedro Norte,Guanajuato,,Mexico,mexico,20.7748633,-100.7889008,534,0,0,0,,
mexico-19110,San Rafael,Chiapas,,Mexico,mexico,15.0548697,-92.1140017,534,0,0,0,,
mexico-19111,Santa Elena,Chiapas,,Mexico,mexico,15.0099597,-92.4322981,534,0,0,0,,
mexico-19112,Tlaixco,Veracruz,,Mexico,mexico,18.7015397,-96.9889025,534,0,0,0,,
mexico-19113,Tzentzénguaro,Michoacán,,Mexico,mexico,19.5342856,-101.6429914,534,0,0,0,,
mexico-19114,Zoatlán,Nayarit,,Mexico,mexico,21.0309308,-104.4311069,534,0,0,0,,
mexico-19115,Alianza para la Producción,Chiapas,,Mexico,mexico,15.0184378,-92.4656494,533,0,0,0,,
mexico-19116,Arroyo Súchil,Oaxaca,,Mexico,mexico,15.8440678,-96.222425,533,0,0,0,,
mexico-19117,Campuzano,Guanajuato,,Mexico,mexico,20.9140783,-101.1422742,533,0,0,0,,
mexico-19118,Colonia Benito Juárez,México,,Mexico,mexico,18.7863494,-100.4277094,533,0,0,0,,
mexico-19119,Dzoyaxché,Yucatán,,Mexico,mexico,20.7893692,-89.5903892,533,0,0,0,,
mexico-19120,Ejido Hueytamalco,Puebla,,Mexico,mexico,19.8749842,-97.3120147,533,0,0,0,,
mexico-19121,El Chalate,Jalisco,,Mexico,mexico,22.1350997,-104.2802503,533,0,0,0,,
mexico-19122,El Huizache,Guanajuato,,Mexico,mexico,21.5867669,-101.1541889,533,0,0,0,,
mexico-19123,El Maguey,Guanajuato,,Mexico,mexico,20.105385,-100.6854817,533,0,0,0,,
mexico-19124,El Salitral,Baja California,,Mexico,mexico,31.7381317,-116.6054447,533,0,0,0,,
mexico-19125,El Santuario,Veracruz,,Mexico,mexico,19.2726681,-96.8973297,533,0,0,0,,
mexico-19126,Emiliano Zapata,Morelos,,Mexico,mexico,18.7679106,-99.349905,533,0,0,0,,
mexico-19127,Guadalupe Huexocuapan,Puebla,,Mexico,mexico,18.9158725,-98.5394589,533,0,0,0,,
mexico-19128,Ignacio Gutiérrez 1ra. Sección,Tabasco,,Mexico,mexico,17.9482178,-93.8146136,533,0,0,0,,
mexico-19129,José Guadalupe Aguilera,Durango,,Mexico,mexico,24.4416667,-104.6997222,533,0,0,0,,
mexico-19130,La Cofradía,Michoacán,,Mexico,mexico,19.8667836,-102.1594683,533,0,0,0,,
mexico-19131,La Mirra,Veracruz,,Mexico,mexico,20.6276031,-98.3500828,533,0,0,0,,
mexico-19132,Las Puentes,Veracruz,,Mexico,mexico,21.0495417,-97.9986944,533,0,0,0,,
mexico-19133,Llano Encino Amarillo,Oaxaca,,Mexico,mexico,17.2198053,-98.1914639,533,0,0,0,,
mexico-19134,Los Pájaros,Tabasco,,Mexico,mexico,17.9085583,-92.0776756,533,0,0,0,,
mexico-19135,Magozal,Veracruz,,Mexico,mexico,21.5680008,-97.9811903,533,0,0,0,,
mexico-19136,Mastranto del Refugio,Guanajuato,,Mexico,mexico,21.6060678,-101.1517061,533,0,0,0,,
mexico-19137,Mayaltepec,México,,Mexico,mexico,18.5823303,-100.3692081,533,0,0,0,,
mexico-19138,Mezquite Mata del Tigre,Veracruz,,Mexico,mexico,21.4052292,-98.2288964,533,0,0,0,,
mexico-19139,Milpillas,Chihuahua,,Mexico,mexico,27.20514,-108.6443969,533,0,0,0,,
mexico-19140,Mineral del Chico,Hidalgo,,Mexico,mexico,20.2155706,-98.7312289,533,0,0,0,,
mexico-19141,Nuevo Mérida,Chiapas,,Mexico,mexico,17.2617539,-91.7821422,533,0,0,0,,
mexico-19142,Ocotlán,Oaxaca,,Mexico,mexico,16.64599,-98.2041217,533,0,0,0,,
