name,state,country,population,latitude,longitude,percentageOfSessions
San Antonio,Santiago del Estero,Argentina,141,-28.60138765,-63.17059636,
San Roque,Santiago del Estero,Argentina,141,-27.01739189,-63.6596958,
Loma del Medio,Santiago del Estero,Argentina,141,-27.37651032,-64.74339712,
Villa Brava,Tucumán,Argentina,141,-27.16168935,-65.52902624,
Colonia La Aurora,Chaco,Argentina,141,-26.38568295,-59.0184003,
Pozo Sargento,Formosa,Argentina,141,-23.65251298,-61.79632891,
Piedritas,Corrientes,Argentina,141,-30.43345072,-58.01562429,
San Francisco,Mendoza,Argentina,141,-32.59599098,-68.55874877,
Huarenchenque,Neuquén,Argentina,141,-38.26800349,-70.60369869,
Franklin,Buenos Aires,Argentina,140,-34.60911661,-59.62993503,
San Francisco,Buenos Aires,Argentina,140,-34.19103076,-60.09084498,
Pago de Oro,Buenos Aires,Argentina,140,-36.10044721,-59.04302796,
Desvío Aguirre,Buenos Aires,Argentina,140,-37.34563952,-59.00062459,
Santa Catalina,Córdoba,Argentina,140,-30.87009833,-64.23328834,
Villa Josefina,Santa Fe,Argentina,140,-31.44075258,-62.02624284,
Campo Sager,Santa Fe,Argentina,140,-28.63025301,-59.52524214,
Estación Emilia,Santa Fe,Argentina,140,-31.06359331,-60.72138799,
Las Guachas,Entre Ríos,Argentina,140,-32.47021881,-59.17292592,
Sauce Sur,Entre Ríos,Argentina,140,-32.66945243,-59.20543508,
Solca,La Rioja,Argentina,140,-30.76367936,-66.44412087,
Punta del Agua,Catamarca,Argentina,140,-27.22642389,-67.75645321,
Baviano,Catamarca,Argentina,140,-28.78914987,-65.29947195,
Ocloyas,Jujuy,Argentina,140,-23.94411004,-65.23170193,
Belgrano,Santiago del Estero,Argentina,140,-25.87176361,-63.89345885,
Pozo Largo,Tucumán,Argentina,140,-26.33852998,-65.28021333,
El Barrerito,Misiones,Argentina,140,-27.52404964,-54.7724688,
Pampa Alsina,Chaco,Argentina,140,-26.9931229,-60.85760262,
Lote 17,Chaco,Argentina,140,-26.57442349,-60.16496472,
Las Palmitas,Formosa,Argentina,140,-23.07506951,-62.31040014,
Tres Palmas,Formosa,Argentina,140,-22.85688013,-62.26260933,
Juan Díaz,Corrientes,Argentina,140,-28.53854485,-58.80706387,
Colan Conhue,Río Negro,Argentina,140,-40.66854804,-69.10669517,
Los Indios,Buenos Aires,Argentina,139,-34.37181549,-60.65407492,
El Luchador,Buenos Aires,Argentina,139,-37.32013755,-60.2932462,
El Tauro,Buenos Aires,Argentina,139,-39.55507466,-62.91572843,
Cuartel IV,Buenos Aires,Argentina,139,-34.72273395,-59.75113942,
Colonia 17,Buenos Aires,Argentina,139,-36.50001538,-62.69240366,
La Colina,Buenos Aires,Argentina,139,-34.51224893,-59.02666599,
Colonia Maunier Centro,Córdoba,Argentina,139,-30.59118097,-62.1300069,
San Wendelino,Santa Fe,Argentina,139,-31.50262552,-61.0343993,
Raíces Oeste,Entre Ríos,Argentina,139,-31.83296008,-59.41294617,
Ciervo Cansado,Salta,Argentina,139,-24.39590608,-62.36052709,
Tala Atún,Santiago del Estero,Argentina,139,-28.42172273,-63.29719169,
Dique Los Figueroa,Santiago del Estero,Argentina,139,-27.08314816,-63.65614274,
Lote 46,Santiago del Estero,Argentina,139,-28.36153321,-62.49470235,
Tusca Pozo,Santiago del Estero,Argentina,139,-26.7185001,-64.44695491,
Los Cerrillos,Santiago del Estero,Argentina,139,-28.97932933,-63.41606022,
Barrio Tungoil,Misiones,Argentina,139,-27.11481516,-55.38387062,
Colonia El Toba,Chaco,Argentina,139,-26.93221785,-60.58108911,
Pampa Laglaive,Chaco,Argentina,139,-26.46318211,-60.60642393,
Colonia San Andrés,Corrientes,Argentina,139,-30.58474246,-57.99465542,
El Manzano,Mendoza,Argentina,139,-36.10706378,-69.76074122,
El Totoral Sur,Mendoza,Argentina,139,-33.60330492,-69.05532569,
Nación Ranquel,San Luis,Argentina,139,-34.6082273,-65.71698493,
Barrio Rodaj Park,Chubut,Argentina,139,-43.28872765,-65.15923994,
16 de Julio,Buenos Aires,Argentina,138,-37.20051497,-60.16465335,
Loma Escondida,Buenos Aires,Argentina,138,-34.46583836,-59.1195055,
La Gloria,Córdoba,Argentina,138,-31.72797362,-65.04668471,
El Comedero,Catamarca,Argentina,138,-28.93174777,-65.57710739,
Tintigasta,Catamarca,Argentina,138,-28.37904592,-65.43410935,
Pozo El Toro,Salta,Argentina,138,-22.5199362,-62.76462553,
Tacanitas,Santiago del Estero,Argentina,138,-26.49795424,-63.66511307,
Milagros,Santiago del Estero,Argentina,138,-26.54637851,-63.37710321,
Valdivia,Santiago del Estero,Argentina,138,-27.45649403,-64.18032638,
Cerrillos,Santiago del Estero,Argentina,138,-27.22795304,-64.33678016,
Melero,Santiago del Estero,Argentina,138,-28.27764901,-62.99914077,
La Florida,Santiago del Estero,Argentina,138,-27.35768162,-64.96685774,
Parque Sierra de San Javier,Tucumán,Argentina,138,-26.78271822,-65.39269236,
Colonia Mártires,Misiones,Argentina,138,-27.40632223,-55.33557925,
Presidente Avellaneda,Formosa,Argentina,138,-25.21987372,-57.99218711,
San Juan,Corrientes,Argentina,138,-28.04000457,-55.85625453,
Currumil Quillén,Neuquén,Argentina,138,-39.37383121,-71.07172973,
Dantas,Buenos Aires,Argentina,137,-35.39807117,-58.38326084,
Cuartel I,Buenos Aires,Argentina,137,-35.60372299,-59.7418701,
San Pedro Norte,Córdoba,Argentina,137,-30.09108152,-64.15492714,
Cotagaita,Córdoba,Argentina,137,-30.91682377,-62.07064972,
Colonia El Paguaycito,Santa Fe,Argentina,137,-30.10915765,-61.6010631,
Las Achiras,Entre Ríos,Argentina,137,-32.30676034,-58.35814755,
La Encrucijada,Salta,Argentina,137,-24.33413812,-66.05022268,
El Peral,Santiago del Estero,Argentina,137,-28.63563458,-64.04943469,
Punta Isla,Santiago del Estero,Argentina,137,-28.63853537,-62.77152115,
La Virtud,Santiago del Estero,Argentina,137,-26.12944877,-63.39976683,
Lote 33,Chaco,Argentina,137,-26.80263652,-60.69612823,
Pampa Bandera,Chaco,Argentina,137,-26.35255262,-59.94110282,
Coronel Abraham Schweizer,Corrientes,Argentina,137,-30.25986039,-59.36710689,
Barrio Santa Lucia,Corrientes,Argentina,137,-27.49234198,-58.67515307,
Los Hornos,Neuquén,Argentina,137,-38.71915339,-69.99522258,
Aldea Apeleg,Chubut,Argentina,137,-44.68763935,-70.85291291,
Campo La Cruz,Buenos Aires,Argentina,136,-34.54435042,-61.00621737,
Río Bamba,Córdoba,Argentina,136,-34.05137204,-63.73306552,
Colonia Santa Rita,Córdoba,Argentina,136,-31.19366442,-62.25579174,
El Rodeo,Salta,Argentina,136,-24.89508117,-66.14513278,
Pozo El Chañar,Salta,Argentina,136,-23.5536411,-62.98447881,
Trigo Huayco,Salta,Argentina,136,-22.35728276,-65.04451809,
Las Promesas,Santiago del Estero,Argentina,136,-29.18208795,-62.88889897,
Barrial Alto,Santiago del Estero,Argentina,136,-28.41227315,-63.75709051,
El Mollar,Tucumán,Argentina,136,-26.72259814,-65.13422487,
La Florida Grande,Chaco,Argentina,136,-25.82585683,-60.83751994,
Mesón de Fierro,Chaco,Argentina,136,-27.4657945,-60.92289344,
El Tabacal,Chaco,Argentina,136,-27.17080195,-60.57405476,
El Bajo,Formosa,Argentina,136,-23.90835412,-61.05417503,
Pozo Largo,Formosa,Argentina,136,-25.26439429,-60.35346227,
Covunco Abajo,Neuquén,Argentina,136,-38.61364517,-69.79761962,
General Lorenzo Vintter,Río Negro,Argentina,136,-40.7461574,-64.49505201,
Villa Lago Rivadavia,Chubut,Argentina,136,-42.56118216,-71.59644134,
Las Jarillas,Córdoba,Argentina,135,-31.53423195,-64.54874773,
Santa Cruz,Córdoba,Argentina,135,-30.2533466,-64.17334166,
Algarrobos,Santa Fe,Argentina,135,-30.96120139,-60.06248043,
Cerrito,Santa Fe,Argentina,135,-29.33502913,-60.36456288,
Colonia Rivadavia,Entre Ríos,Argentina,135,-31.61919784,-60.13384019,
Palo Seco,Catamarca,Argentina,135,-26.80927496,-66.07461543,
El Mojón,Catamarca,Argentina,135,-28.62651693,-65.34835512,
Chalguamayoc,Jujuy,Argentina,135,-22.29710717,-65.31300898,
Rincón del Saladillo,Santiago del Estero,Argentina,135,-28.07654185,-62.27009412,
Santa Felisa,Santiago del Estero,Argentina,135,-27.19503461,-64.81217102,
Camas Amontonadas,Tucumán,Argentina,135,-27.02078845,-65.09351428,
Lote 96,Chaco,Argentina,135,-26.16226133,-59.8494241,
Arroyo Pelón,Corrientes,Argentina,135,-27.7742815,-58.50045295,
Tellier,Santa Cruz,Argentina,135,-47.64903083,-66.04004328,
Pieres,Buenos Aires,Argentina,134,-38.39411693,-58.67237662,
Barrio Nuevo Río Ceballos,Córdoba,Argentina,134,-31.1925893,-64.28941719,
Campo Botto,Santa Fe,Argentina,134,-30.20088422,-62.04170346,
Pastor Britos,Entre Ríos,Argentina,134,-32.7702371,-58.90629438,
Trebolares,La Pampa,Argentina,134,-35.58446883,-63.58907789,
Las Toscas,Catamarca,Argentina,134,-28.905383,-65.28238435,
Quebraleña,Jujuy,Argentina,134,-23.28623117,-65.76988481,
Aparzo,Jujuy,Argentina,134,-23.09952708,-65.18577053,
Brealito,Salta,Argentina,134,-25.28374591,-66.35574501,
El Setenta,Santiago del Estero,Argentina,134,-26.51959037,-62.84244858,
Kilómetro 83,Santiago del Estero,Argentina,134,-28.3586392,-64.39759584,
Villa Los Britos,Tucumán,Argentina,134,-26.71231601,-65.09735837,
Yacutingá,Misiones,Argentina,134,-26.24989032,-54.63791335,
Colonia Vélez Sarsfield,Chaco,Argentina,134,-26.29215061,-60.44260716,
Colonia Uriburu,Chaco,Argentina,134,-26.89539046,-60.22819976,
Loma Alberdi,Formosa,Argentina,134,-25.46777521,-58.72950084,
San Ramón,Corrientes,Argentina,134,-29.39988893,-59.34935825,
Tres Banderas,Mendoza,Argentina,134,-33.04999731,-68.78044895,
La Toma,San Luis,Argentina,134,-33.12864308,-66.31031415,
Guañacos,Neuquén,Argentina,134,-37.26899111,-70.76567618,
La Parra,Río Negro,Argentina,134,-38.8608118,-68.0573807,
Barrio La Luna,Río Negro,Argentina,134,-39.06790479,-67.3778428,
Sierrita,Córdoba,Argentina,133,-31.40876413,-64.97684174,
Mula Muerta,Córdoba,Argentina,133,-30.89889683,-64.02073403,
Los Lapachos,Santa Fe,Argentina,133,-28.74411707,-59.66819181,
Las Garcitas,Santa Fe,Argentina,133,-28.79003917,-59.4764564,
Picada Berón,Entre Ríos,Argentina,133,-30.84567196,-59.37028812,
Potrero,Entre Ríos,Argentina,133,-32.82812433,-58.25794952,
Oyola,Catamarca,Argentina,133,-28.49355902,-65.40875588,
Tambillos,Jujuy,Argentina,133,-22.89709689,-65.96288502,
San Miguel de Colorados,Jujuy,Argentina,133,-23.57100315,-65.69712466,
Punta Corral,Jujuy,Argentina,133,-23.71992358,-65.39115577,
Río Pescado,Salta,Argentina,133,-22.94700235,-64.36623655,
San Vicente,Santiago del Estero,Argentina,133,-27.50743989,-63.47533323,
San Cristóbal,Santiago del Estero,Argentina,133,-26.58268766,-64.32941182,
Lojlo,Santiago del Estero,Argentina,133,-27.86180969,-63.46408057,
La Esperanza,Tucumán,Argentina,133,-27.39925677,-65.50827803,
Alta Unión,Misiones,Argentina,133,-27.21062301,-54.42687145,
Colonia Mixta,Chaco,Argentina,133,-26.08515928,-59.94077108,
Campo Grande,Chaco,Argentina,133,-26.91324294,-59.54471719,
Capi Vari,Corrientes,Argentina,133,-28.76793341,-57.78228934,
Zapata,Mendoza,Argentina,133,-33.49371938,-68.99049955,
Costa del Malleo,Neuquén,Argentina,133,-39.79517005,-71.00196943,
Mallín del Muerto,Neuquén,Argentina,133,-38.83067435,-70.09884822,
Barrio 25 de Mayo,Chubut,Argentina,133,-45.82640751,-67.46324312,
Pablo Acosta,Buenos Aires,Argentina,132,-37.15995283,-59.65226297,
Nueva Castilla,Buenos Aires,Argentina,132,-36.05662307,-63.0961158,
El Chajá,Buenos Aires,Argentina,132,-34.17838002,-59.24724312,
La Corina,Córdoba,Argentina,132,-31.29758243,-64.14253803,
Costa Grande,Entre Ríos,Argentina,132,-32.13850825,-60.43722526,
La Encierra,Entre Ríos,Argentina,132,-31.19279255,-59.12037963,
Colonia San Ramón,Entre Ríos,Argentina,132,-32.39004092,-58.33463019,
Alto de las Juntas,Catamarca,Argentina,132,-27.42793337,-65.99509744,
La Hoyada,Catamarca,Argentina,132,-26.54361856,-66.36216483,
El Desmonte,Santiago del Estero,Argentina,132,-28.56329256,-64.62434428,
Santa Elena,Santiago del Estero,Argentina,132,-28.59687877,-61.94292788,
La Paloma,Santiago del Estero,Argentina,132,-27.56215578,-61.85110483,
Taco Isla,Santiago del Estero,Argentina,132,-29.1903086,-63.17113183,
Barrio El Francés,Misiones,Argentina,132,-27.03292867,-55.41283724,
Campo Bedogni,Chaco,Argentina,132,-25.8773781,-60.85633905,
Campo Feldman,Chaco,Argentina,132,-26.91266554,-60.26852702,
Toro Paso,Formosa,Argentina,132,-25.33780887,-58.03878221,
Silvero Cué,Corrientes,Argentina,132,-28.05728336,-57.62328939,
La Bajada,San Luis,Argentina,132,-33.12323663,-66.01159145,
Los Alazanes,Neuquén,Argentina,132,-38.78210258,-70.23037652,
Divisadero,Buenos Aires,Argentina,131,-37.09996066,-56.90285005,
Cruce Muñoz,Buenos Aires,Argentina,131,-37.18264682,-60.64686518,
Chacras del Paraná,Buenos Aires,Argentina,131,-33.96879235,-59.26051362,
Ruta 9 Kilómetro 107,Buenos Aires,Argentina,131,-34.06157887,-59.28185795,
La Potasa,Santa Fe,Argentina,131,-29.14097603,-59.76176346,
El Nuevo Rincón,Entre Ríos,Argentina,131,-32.80937052,-58.66632617,
Arroyo Palo Seco,Entre Ríos,Argentina,131,-31.56810009,-59.8180986,
El Molle,La Rioja,Argentina,131,-29.28959128,-68.23002149,
Tuizón,La Rioja,Argentina,131,-30.42508116,-66.54064016,
La Jarilla,La Rioja,Argentina,131,-31.48456956,-66.39394936,
Las Cortaderas,Salta,Argentina,131,-24.90810868,-66.0553777,
La Estrella,Salta,Argentina,131,-23.82127817,-64.06279755,
Puesto El Pancho,Salta,Argentina,131,-23.02620719,-62.41344395,
Pozo El Mulato,Salta,Argentina,131,-22.79350827,-62.40323961,
Obraje María Angélica,Santiago del Estero,Argentina,131,-26.92343219,-63.15000464,
Blanco Pozo,Tucumán,Argentina,131,-27.0075121,-64.77924092,
Agua Azul,Tucumán,Argentina,131,-27.15869377,-65.13377213,
Colonia Flora,Misiones,Argentina,131,-26.99683878,-55.14702507,
Centro Forestal Pirané,Formosa,Argentina,131,-25.7118146,-59.22403278,
Trompul,Neuquén,Argentina,131,-40.13586937,-71.40751331,
Esteban Agustín Gascón,Buenos Aires,Argentina,130,-37.45583651,-63.25431155,
El Contador,Buenos Aires,Argentina,130,-34.13053875,-60.05131099,
Piñeyro,Buenos Aires,Argentina,130,-37.42276217,-61.73475951,
Los Merinos,Buenos Aires,Argentina,130,-35.22232921,-58.4378369,
La Blanqueada,Buenos Aires,Argentina,130,-35.66875697,-59.73706812,
El Pardo,Buenos Aires,Argentina,130,-33.72060532,-59.64363984,
Agua de las Piedras,Córdoba,Argentina,130,-30.81773942,-64.21224267,
Colonia La Argentina Chica,Santa Fe,Argentina,130,-34.10662915,-62.09680384,
Los Bretes,Santa Fe,Argentina,130,-31.3124786,-60.55307622,
Colonia Santa Zelmira,Entre Ríos,Argentina,130,-32.38779309,-58.65037785,
Las Chacritas,Catamarca,Argentina,130,-27.68817184,-65.9237482,
Miraflores,Jujuy,Argentina,130,-24.22509039,-64.82221968,
Santa Teresa,Salta,Argentina,130,-24.63958256,-63.64159987,
Azul Cuesta,Salta,Argentina,130,-22.54479213,-65.12098207,
Paloma,Santiago del Estero,Argentina,130,-28.73360446,-63.63443422,
Corral del Rey,Santiago del Estero,Argentina,130,-29.73884403,-62.9820303,
Dos Provincias,Santiago del Estero,Argentina,130,-30.1766503,-62.08096994,
Los Decima,Tucumán,Argentina,130,-26.85057219,-65.00221371,
Las Cuatro Bocas,Chaco,Argentina,130,-25.75329959,-60.87657275,
India Muerta,Chaco,Argentina,130,-27.26636747,-60.95637591,
El Saladillo,Chaco,Argentina,130,-27.81879586,-59.28978794,
Villa Devoto,Formosa,Argentina,130,-23.11257999,-62.05273537,
Santo Domingo,Neuquén,Argentina,130,-38.90459503,-69.78755617,
La Pequeña,Buenos Aires,Argentina,129,-36.74466985,-59.90602518,
Las Tunas,Buenos Aires,Argentina,129,-36.01262731,-62.67118647,
Barrio Estancia Golf Club,Buenos Aires,Argentina,129,-34.49336881,-59.00967755,
Molino Público,Entre Ríos,Argentina,129,-30.84106363,-59.62841466,
Colonia San Martín,Entre Ríos,Argentina,129,-31.5382391,-60.16367564,
Pajonal,Entre Ríos,Argentina,129,-32.40981492,-60.32171944,
Bermejito,Jujuy,Argentina,129,-23.78873771,-64.72993166,
Acoyte,Salta,Argentina,129,-22.28383024,-65.01767458,
Chacras,Santiago del Estero,Argentina,129,-29.51895011,-63.8996323,
Chilca,Tucumán,Argentina,129,-26.38040372,-64.68368171,
Campo Azul,Tucumán,Argentina,129,-27.29978419,-65.12646605,
La Costa,Tucumán,Argentina,129,-27.20413438,-65.5364882,
El Paso,Tucumán,Argentina,129,-26.58794031,-66.02981639,
Colonia Naranjito,Misiones,Argentina,129,-27.01227057,-55.28529878,
Tres Mojones Este,Chaco,Argentina,129,-27.96536311,-61.61810931,
La Lomita,Formosa,Argentina,129,-25.69924672,-58.72243513,
Paso Lallana,Corrientes,Argentina,129,-30.21609498,-59.33184024,
Colonia 2 de Abril,Corrientes,Argentina,129,-28.78311749,-58.68101563,
El Recuerdo,San Luis,Argentina,129,-32.70903172,-65.00179855,
Barrio Canale,Río Negro,Argentina,129,-39.06885101,-67.63854946,
La Choza,Buenos Aires,Argentina,128,-34.78284922,-59.10965236,
La Tahona Nueva,Buenos Aires,Argentina,128,-35.55841936,-58.32679769,
Campo Ferro,Buenos Aires,Argentina,128,-35.17646116,-57.51754462,
Gutiérrez,Buenos Aires,Argentina,128,-35.05182879,-57.68914249,
Cabal,Santa Fe,Argentina,128,-31.10013721,-60.74599039,
Costa de Mulas,Entre Ríos,Argentina,128,-30.3669094,-59.14991851,
Lago Salto Grande,Entre Ríos,Argentina,128,-31.19908603,-57.98280543,
Limay Mahuida,La Pampa,Argentina,128,-37.15983037,-66.67512368,
La Estancita,Catamarca,Argentina,128,-28.46490683,-65.85043359,
Corral Blanco de La Quiaca,Jujuy,Argentina,128,-22.1919738,-65.58186716,
La Paya,Salta,Argentina,128,-25.17347385,-66.2250826,
El Destierro,Salta,Argentina,128,-24.09844142,-62.47951616,
Corralito,Salta,Argentina,128,-25.96163944,-65.86473053,
Cejolao,Santiago del Estero,Argentina,128,-27.49224759,-62.30630611,
Colonia Siegel,Santiago del Estero,Argentina,128,-28.23088162,-63.15053225,
Alto de Taruca,Tucumán,Argentina,128,-26.5977877,-64.85125726,
Yucumanita,Tucumán,Argentina,128,-27.37774094,-65.53003451,
Colonia Mixta,Chaco,Argentina,128,-26.99782926,-59.13810606,
Malvinas Sur,Corrientes,Argentina,128,-29.70270446,-59.0767892,
La Pala,Buenos Aires,Argentina,127,-36.66392036,-63.3664656,
Arroyo Burgos,Buenos Aires,Argentina,127,-33.96344389,-59.86086379,
Palemón Huergo,Buenos Aires,Argentina,127,-34.79971926,-60.20566824,
La Anita,Buenos Aires,Argentina,127,-35.31124077,-58.92016476,
Colonia Las Guasquitas,Buenos Aires,Argentina,127,-36.14677473,-62.53143428,
Monte del Rosario,Córdoba,Argentina,127,-30.98226721,-63.60183037,
Colonia Pereira,Entre Ríos,Argentina,127,-32.30034787,-58.28005669,
Carrizal,La Rioja,Argentina,127,-30.64815107,-66.67518511,
Yavi Chico,Jujuy,Argentina,127,-22.09893954,-65.45920144,
Saucelito,Salta,Argentina,127,-23.43672323,-64.3339703,
La Salvación,Salta,Argentina,127,-24.04815963,-62.67916375,
Negra Muerta,Santiago del Estero,Argentina,127,-27.50774662,-64.13590501,
La Salvación,Santiago del Estero,Argentina,127,-25.65472557,-62.33673619,
El Simbolar,Santiago del Estero,Argentina,127,-27.67757322,-63.11140561,
Los Indios,Misiones,Argentina,127,-27.40382523,-55.20303971,
Pampa González,Chaco,Argentina,127,-27.25359238,-61.31681107,
El Lunar,Chaco,Argentina,127,-26.37026273,-59.09379813,
Lote 82,Chaco,Argentina,127,-26.14888243,-59.90502733,
El Cajón,Formosa,Argentina,127,-23.60681057,-61.22265549,
El Sol,Formosa,Argentina,127,-23.11177286,-62.05872856,
La Majadita,San Juan,Argentina,127,-30.68075231,-67.50550847,
Pozo del Carril,San Luis,Argentina,127,-33.20095891,-66.35260786,
Colonia Santa Gregoria,Río Negro,Argentina,127,-39.16848194,-66.21037674,
Rincón Treneta,Río Negro,Argentina,127,-40.9586129,-67.05346687,
El Descanso,Buenos Aires,Argentina,126,-34.10151534,-59.77822118,
El Chacho,Córdoba,Argentina,126,-30.80038264,-65.65640422,
Los Jagüeles,Córdoba,Argentina,126,-33.40287283,-64.53153963,
Lomas del Trozo,Córdoba,Argentina,126,-30.77629801,-63.01538805,
Las Dos Provincias,Córdoba,Argentina,126,-31.27976494,-62.0171293,
Colonia Alejandra,Santa Fe,Argentina,126,-29.98359992,-59.83359127,
Pájaro Blanco,Santa Fe,Argentina,126,-29.78029105,-59.78912524,
Rincón del Gato,Entre Ríos,Argentina,126,-32.74734471,-58.57379344,
Estacas,Entre Ríos,Argentina,126,-30.58400262,-59.25973943,
La Colmena,Entre Ríos,Argentina,126,-31.54896081,-59.71697633,
San Ernesto,Entre Ríos,Argentina,126,-31.85814555,-58.65144432,
Las Pajitas,Entre Ríos,Argentina,126,-31.92048183,-59.35742675,
Colonia Vichigasta,La Rioja,Argentina,126,-29.44955558,-67.48767043,
El Rosario,Catamarca,Argentina,126,-27.98930574,-65.69041447,
Palos Blancos,Jujuy,Argentina,126,-24.32698905,-64.94573264,
Vaca Muerta,Santiago del Estero,Argentina,126,-27.22577546,-64.15862781,
Ardiles de la Costa,Santiago del Estero,Argentina,126,-27.4831784,-64.529405,
Bajo Grande,Santiago del Estero,Argentina,126,-27.6034061,-64.01314162,
Santa Rita,Santiago del Estero,Argentina,126,-27.46069106,-62.97777871,
Arroyo Mista,Tucumán,Argentina,126,-27.18628987,-65.11087163,
