name,state,country,population,latitude,longitude,percentageOfSessions
Colonia Lambaré,Mendoza,Argentina,286,-33.04036222,-68.26445882,
Las Moras,Salta,Argentina,285,-25.11692978,-65.48746091,
Tío Pozo,Santiago del Estero,Argentina,285,-28.1849581,-63.89823476,
Cuatro Bocas,Chaco,Argentina,285,-26.6589519,-60.13649269,
San Carlos,San Juan,Argentina,285,-32.10114856,-68.45982947,
San Joaquín,Córdoba,Argentina,284,-34.51172972,-63.70884182,
Crispi,Santa Fe,Argentina,284,-31.73984703,-62.03759266,
Los Pumas,Santiago del Estero,Argentina,284,-26.16391648,-64.29820163,
Barrio San Martín,Tucumán,Argentina,284,-26.71736056,-64.94015668,
San Miguel,Tucumán,Argentina,284,-27.4328961,-65.57098117,
Villa Tacú,San Juan,Argentina,284,-31.52617023,-68.70524839,
Juventud Unida,Río Negro,Argentina,284,-39.01772058,-64.06580183,
Coronel Seguí,Buenos Aires,Argentina,283,-34.86744005,-60.39297144,
López,Buenos Aires,Argentina,283,-37.55228034,-59.62776662,
Tala Cañada,Córdoba,Argentina,283,-31.35448848,-64.97590613,
Curupaytí,Santa Fe,Argentina,283,-30.39610402,-61.65313051,
Aldea Salto,Entre Ríos,Argentina,283,-31.92483322,-60.54735189,
Puerto Víboras,Entre Ríos,Argentina,283,-31.27070839,-60.01044597,
Erín,Tucumán,Argentina,283,-27.02696343,-65.22929874,
Puerto Valle,Corrientes,Argentina,283,-27.61334247,-56.40045346,
Paso Ledesma,Corrientes,Argentina,283,-29.85291356,-57.60196809,
Talita,Entre Ríos,Argentina,282,-32.52950296,-58.30332701,
Colonia Santa María,La Pampa,Argentina,282,-37.49479066,-64.22411676,
Ojo de Agua,Salta,Argentina,282,-24.6202483,-64.97987578,
Rodeo de Valdez,Santiago del Estero,Argentina,282,-27.55019341,-64.51249491,
La Marta,Tucumán,Argentina,282,-26.78359921,-64.9801406,
Las Isletillas,Córdoba,Argentina,281,-32.50921909,-63.92895604,
Yacutinga,Misiones,Argentina,281,-25.74946827,-54.05908118,
Las Hacheras,Chaco,Argentina,281,-25.38691331,-60.99086786,
Villa Fontana,Entre Ríos,Argentina,280,-31.90534332,-60.47369415,
Alumbre,Salta,Argentina,280,-25.19275762,-66.44095601,
San Gotardo,Misiones,Argentina,280,-26.92373175,-55.12375429,
Mbororé,Misiones,Argentina,280,-27.68744469,-54.92445705,
Las Minas,Misiones,Argentina,280,-26.70728028,-53.98042754,
San Jacinto,Buenos Aires,Argentina,279,-34.64478966,-59.52471745,
Estación Luxardo,Córdoba,Argentina,279,-31.30518476,-62.13375398,
Isletas,Entre Ríos,Argentina,279,-32.22147507,-60.36323225,
Aldea Andreoli,Entre Ríos,Argentina,279,-32.17350714,-59.56442818,
Abra de Santa Cruz,Salta,Argentina,279,-22.10374418,-65.02174122,
Cabeza del Toro,Santiago del Estero,Argentina,279,-26.16654643,-63.63229058,
Barrancas,Santiago del Estero,Argentina,279,-28.67561123,-63.5529938,
Saracura,Misiones,Argentina,279,-25.93285761,-53.89242655,
General Donovan,Chaco,Argentina,279,-27.38569031,-59.10810956,
Colonia San Martín,Corrientes,Argentina,279,-27.73307411,-57.60383269,
Cacheuta,Mendoza,Argentina,279,-33.01314552,-69.11897286,
Gobernador Civit,Mendoza,Argentina,279,-33.33239764,-67.96963429,
Balneario Laguna de Gómez,Buenos Aires,Argentina,278,-34.66089643,-61.01868332,
Los Molles,Córdoba,Argentina,278,-31.01775118,-64.2381391,
El Pueblito,Entre Ríos,Argentina,278,-32.16347509,-59.8136605,
Santa Vera Cruz,La Rioja,Argentina,278,-28.67574875,-66.96055836,
Colonia Libanesa,Santiago del Estero,Argentina,278,-28.64597242,-63.00728263,
Los Juárez,Tucumán,Argentina,278,-27.28189692,-65.25378731,
Santa Irene,Misiones,Argentina,278,-27.793763,-55.09482828,
San Pablo,San Luis,Argentina,278,-32.66119594,-65.30558369,
Barrio El Coyunco,Buenos Aires,Argentina,277,-37.91050133,-57.74881015,
Colmena,Santa Fe,Argentina,277,-28.76250029,-60.09109077,
Pozo Verde,Santiago del Estero,Argentina,277,-28.79893136,-64.50125212,
Cañada del Monte,Santiago del Estero,Argentina,277,-27.43483828,-64.80871982,
Donato Álvarez,Tucumán,Argentina,277,-27.55645649,-65.62154112,
La Colorada,Buenos Aires,Argentina,276,-36.81598355,-59.91813554,
Manzano de la Barca,Buenos Aires,Argentina,276,-34.03803284,-58.53747632,
Las Palmas,Santa Fe,Argentina,276,-29.43181623,-59.74855484,
Los Cerros,Entre Ríos,Argentina,276,-32.52885771,-60.28356587,
La Paliza,Santiago del Estero,Argentina,276,-28.75903596,-63.18178412,
Tres Lunas,Misiones,Argentina,276,-27.95672393,-55.66214806,
Mariano Moreno,Misiones,Argentina,276,-27.74809325,-54.95951706,
Pampa Chica,Chaco,Argentina,276,-26.10781833,-59.83129031,
Facundo,Chubut,Argentina,276,-45.30864288,-69.97486249,
Hale,Buenos Aires,Argentina,275,-36.00206434,-60.85548981,
Cruz del Sur,Buenos Aires,Argentina,275,-34.95571139,-58.4651316,
Costa Uruguay Sur,Entre Ríos,Argentina,275,-33.2309852,-58.4991619,
Pampa Vieja,Jujuy,Argentina,275,-24.50587456,-65.04485161,
Las Trancas,Salta,Argentina,275,-25.09111888,-66.23435111,
Taco Pozo,Santiago del Estero,Argentina,275,-26.66153752,-63.40514828,
Árbol Solo,Tucumán,Argentina,275,-27.00584749,-64.98238762,
Quilmes Centro,Tucumán,Argentina,275,-26.49526309,-66.03347285,
Pampa Hermosa,Chaco,Argentina,275,-26.73231688,-61.36566963,
Villa Gutiérrez,Córdoba,Argentina,274,-30.67920554,-64.16015406,
Colonia Los Sauces,Entre Ríos,Argentina,274,-31.34013788,-58.39454309,
Cuesta del Sur,La Pampa,Argentina,274,-36.72058109,-64.27501886,
San Isidro,Salta,Argentina,274,-22.75711387,-65.24160372,
El Alamito,San Juan,Argentina,274,-31.45921287,-68.34305282,
Río Grande,San Luis,Argentina,274,-33.05481336,-66.06895147,
Quebracho Ladeado,Córdoba,Argentina,273,-32.2571423,-65.0304652,
Cepeda,Santa Fe,Argentina,273,-33.39817884,-60.62391491,
Las Talas,La Rioja,Argentina,273,-28.44179893,-67.11923071,
Acambuco,Salta,Argentina,273,-22.16590158,-63.91053955,
Río Muerto,Santiago del Estero,Argentina,273,-26.38436943,-63.11315676,
San Cristóbal,Misiones,Argentina,273,-27.63122451,-55.72709402,
Picada Vasca,Misiones,Argentina,273,-27.44918694,-55.14472908,
Colonia Isabel Victoria,Corrientes,Argentina,273,-29.12061824,-59.0956875,
La Marsolina,Mendoza,Argentina,273,-35.03257018,-67.62356412,
Los Yoles,Mendoza,Argentina,273,-33.33316386,-68.2802805,
El Alamito,Neuquén,Argentina,273,-37.25821053,-70.40841117,
Atreucó,Neuquén,Argentina,273,-39.73260954,-71.0786639,
Colonia San José,Santa Fe,Argentina,272,-31.65494124,-60.85694765,
La Granja,Santiago del Estero,Argentina,272,-27.6697994,-64.20784319,
La Chiquita,Chaco,Argentina,272,-26.83724975,-60.31776452,
Crotto,Buenos Aires,Argentina,271,-36.57636308,-60.17220076,
Rucanelo,La Pampa,Argentina,271,-36.04179707,-64.83572109,
Sunchal,Jujuy,Argentina,271,-24.410414,-65.2165145,
El Dorado,Santiago del Estero,Argentina,271,-28.63624657,-63.75270502,
El Fisco de Fátima,Santiago del Estero,Argentina,271,-26.87335348,-64.45935668,
Picada Sulma,Misiones,Argentina,271,-26.93990304,-54.53612772,
Puente Blanco,Neuquén,Argentina,271,-40.16863267,-71.3251788,
El Manso,Río Negro,Argentina,271,-41.59879516,-71.51797951,
Curamalal,Buenos Aires,Argentina,270,-37.48424694,-62.10455772,
El Rodeo,Córdoba,Argentina,270,-30.17523812,-63.86413119,
El Quebracho,Entre Ríos,Argentina,270,-30.98661314,-59.66146951,
Nuevo Simbolar,Santiago del Estero,Argentina,270,-26.14454459,-63.7646963,
Colonia 8,Tucumán,Argentina,270,-27.05638959,-65.33977328,
Escaba de Abajo,Tucumán,Argentina,270,-27.68670413,-65.80014311,
Pozo del Oso,Formosa,Argentina,270,-23.16270671,-62.29983561,
Arroyo Ceibal,Corrientes,Argentina,270,-28.11569548,-58.7392844,
San José,Mendoza,Argentina,270,-32.37129347,-68.21800429,
La Caleta,Buenos Aires,Argentina,269,-37.78264482,-57.45985493,
Aconquija,Catamarca,Argentina,269,-27.46809814,-66.01031654,
Cangrejillos,Jujuy,Argentina,269,-22.42423232,-65.58099462,
Monte Carmelo,Salta,Argentina,269,-22.08839089,-62.82723073,
Puerto Bermejo Viejo,Chaco,Argentina,269,-26.9269363,-58.50911571,
Bañadero,Formosa,Argentina,269,-25.93770994,-59.6506808,
Cerrito,Corrientes,Argentina,269,-27.84214779,-57.91359607,
Sanabria,Córdoba,Argentina,268,-32.52829303,-63.24801631,
Nueva Lehmann,Santa Fe,Argentina,268,-31.11890499,-61.51519897,
Picada San Javier,Misiones,Argentina,268,-27.7674494,-55.25078525,
San Antonio,Corrientes,Argentina,268,-29.60868514,-59.45857731,
Bauer y Sigel,Santa Fe,Argentina,267,-31.2715587,-61.9430176,
El Pacará,Tucumán,Argentina,267,-27.44696628,-65.50355905,
Nueva Plata,Buenos Aires,Argentina,266,-35.91864964,-61.81354751,
Las Caleras,Córdoba,Argentina,266,-32.38880324,-64.5214358,
Rosario del Saladillo,Córdoba,Argentina,266,-30.43142827,-63.47394137,
El Rincón,Entre Ríos,Argentina,266,-30.85018379,-58.83861625,
La Verbena,Entre Ríos,Argentina,266,-30.50623856,-58.57739134,
Santa Rosa,Santiago del Estero,Argentina,266,-28.69097933,-63.17791172,
Roldán,Santiago del Estero,Argentina,266,-27.80446252,-63.11619432,
Paraje Itá Chica,Misiones,Argentina,266,-27.55590785,-54.93344638,
Colonia San Antonio,Formosa,Argentina,266,-26.20446421,-58.63284181,
Punta Guía,Formosa,Argentina,266,-25.21713226,-58.2077849,
Santa Teresita,Corrientes,Argentina,266,-28.26558172,-58.27247908,
Malvinas Norte,Corrientes,Argentina,266,-29.61433297,-58.96916395,
Cañada de Río Pinto,Córdoba,Argentina,265,-30.77579119,-64.21865097,
Piquillín,Córdoba,Argentina,265,-31.30059974,-63.75767306,
Los Molles,Córdoba,Argentina,265,-31.96444809,-65.02087758,
El Durazno,Catamarca,Argentina,265,-27.52034514,-66.01804775,
El Duraznillo,Corrientes,Argentina,265,-29.75624755,-59.41094066,
Jarilla,San Luis,Argentina,265,-33.39644754,-67.02657861,
Colan Conhué,Chubut,Argentina,265,-43.24137027,-69.93033488,
Colonia Balcarce,Buenos Aires,Argentina,264,-37.7554441,-58.32682639,
Campo Los Prados,Córdoba,Argentina,264,-32.34929137,-63.10847328,
Aldea San Rafael,Entre Ríos,Argentina,264,-31.95741123,-60.25463064,
Sarah,La Pampa,Argentina,264,-35.02807893,-63.68593302,
Cuchillo Co,La Pampa,Argentina,264,-38.33367847,-64.6422527,
La Ciénaga,Jujuy,Argentina,264,-22.12731416,-65.70676531,
El Naranjo,Salta,Argentina,264,-25.72220271,-65.0138321,
Los Baldes,Salta,Argentina,264,-23.67750961,-62.77724731,
Pozo Ciego,Santiago del Estero,Argentina,264,-28.4270409,-64.38951952,
Balde,Santiago del Estero,Argentina,264,-26.2307412,-64.12341296,
Cuatro Bocas,Misiones,Argentina,264,-26.11200537,-54.53374636,
Yaza,Misiones,Argentina,264,-27.36306136,-55.06720705,
Paraje La Reserva,Misiones,Argentina,264,-27.44963379,-54.95951971,
Costa Iné,Chaco,Argentina,264,-27.18731271,-58.93497172,
José María Paz,Formosa,Argentina,264,-25.11096521,-58.36502944,
Yacarei,Corrientes,Argentina,264,-27.33744617,-58.17922272,
Barrio Esperanza,Río Negro,Argentina,264,-39.04538346,-63.99719529,
Colonia San Adolfo,Buenos Aires,Argentina,263,-39.39653224,-62.56629788,
Ambil,La Rioja,Argentina,263,-31.12957911,-66.34392084,
Invernada,Corrientes,Argentina,263,-29.75245462,-59.29778597,
San José del Morro,San Luis,Argentina,263,-33.21234414,-65.49118413,
Las Bajadas,Córdoba,Argentina,262,-32.09615914,-64.33007429,
La Higuera,Santiago del Estero,Argentina,262,-29.32976856,-63.45281661,
Los Quebrachos,Santiago del Estero,Argentina,262,-27.63465496,-64.71478604,
Colonia El Comienzo,Formosa,Argentina,262,-25.58834274,-59.35165696,
Ramón Biaus,Buenos Aires,Argentina,261,-35.08720562,-59.9243732,
Elvira,Buenos Aires,Argentina,261,-35.24275186,-59.48565209,
Colonia La Llave,Entre Ríos,Argentina,261,-32.53137059,-59.58303568,
San Carlos,Tucumán,Argentina,261,-26.76256519,-64.69881604,
La Llave Vieja,Mendoza,Argentina,261,-34.59569079,-68.02280963,
De Bary,Buenos Aires,Argentina,260,-36.34050189,-63.25967408,
Chasicó,Buenos Aires,Argentina,260,-38.33733203,-62.64458521,
Teniente Origone,Buenos Aires,Argentina,260,-39.05780942,-62.57041456,
La Rancherita y Las Cascadas,Córdoba,Argentina,260,-31.75482925,-64.45903908,
El Gusano,Santa Fe,Argentina,260,-29.59587445,-59.77475739,
Arroyo Clé,Entre Ríos,Argentina,260,-32.63503104,-59.40150342,
Yeso Oeste,Entre Ríos,Argentina,260,-30.9369952,-59.46711712,
Las Granadillas,Catamarca,Argentina,260,-27.56526943,-67.12459187,
Tacuil,Salta,Argentina,260,-25.58183379,-66.45801279,
Nueva Esperanza,Santiago del Estero,Argentina,260,-26.61520347,-63.59151924,
San Lorenzo,Santiago del Estero,Argentina,260,-27.92678231,-64.4722321,
Belgrano,Santiago del Estero,Argentina,260,-29.32726229,-63.60658254,
Colonia 3 Sur,Tucumán,Argentina,260,-26.89062963,-65.0616169,
Picada Internacional,Misiones,Argentina,260,-27.52411689,-54.95749895,
Kilómetro 161,Corrientes,Argentina,260,-30.19789288,-57.704904,
Manso Inferior,Río Negro,Argentina,260,-41.59621183,-71.74623047,
Cruz de Caña,Córdoba,Argentina,259,-31.06783622,-64.93478702,
La Esquina,Córdoba,Argentina,259,-33.03115522,-64.42786589,
Colonia 2 Sur,Tucumán,Argentina,259,-26.92102204,-65.12398103,
Barra Bonita,Misiones,Argentina,259,-27.61472293,-54.87328814,
El Naranjito,Chaco,Argentina,259,-27.70220582,-59.01522741,
Colonia El Alba,Formosa,Argentina,259,-26.30160749,-59.19809958,
El Cruce,Neuquén,Argentina,259,-38.57379935,-68.37009233,
Pardo,Buenos Aires,Argentina,258,-36.24504111,-59.36503505,
Ricardo Gaviña,Buenos Aires,Argentina,258,-37.44408938,-60.03917251,
Villa Santa Eugenia,Córdoba,Argentina,258,-32.66344006,-64.74111687,
Virginia,Santa Fe,Argentina,258,-30.73950056,-61.34012629,
La Penca y Caraguatá,Santa Fe,Argentina,258,-30.34672338,-60.52124935,
Estancia de Guadalupe,Córdoba,Argentina,257,-31.13007574,-65.21597547,
Lobatón,Jujuy,Argentina,257,-24.40097409,-64.82469607,
Lote 15,Santiago del Estero,Argentina,257,-28.62853052,-62.0939794,
La Brea,Tucumán,Argentina,257,-27.293334,-65.20295129,
Don Manuel,Tucumán,Argentina,257,-27.18607261,-65.5832035,
Yerbal Viejo,Misiones,Argentina,257,-27.27346315,-54.95404467,
Cerro 60,Misiones,Argentina,257,-26.34925557,-54.20485822,
Picada Guaraypo,Misiones,Argentina,257,-27.49007722,-55.05029907,
Lavaisse,San Luis,Argentina,257,-33.82284093,-65.42649191,
Larguía,Santa Fe,Argentina,256,-32.55198324,-61.21858065,
Colonia California,Santa Fe,Argentina,256,-30.51520433,-59.92487706,
Uguay,Corrientes,Argentina,256,-28.64862136,-57.4814803,
La Esquina,San Luis,Argentina,256,-33.14260747,-65.37462495,
Cumelén,Neuquén,Argentina,256,-40.78377033,-71.62463898,
Los Repollos,Río Negro,Argentina,256,-41.87928088,-71.45971362,
Dique Florentino Ameghino,Chubut,Argentina,256,-43.69906841,-66.47132556,
Porvenir,Buenos Aires,Argentina,255,-34.95041336,-62.22373764,
Espín,Santa Fe,Argentina,255,-29.54042621,-60.22224004,
Puerto Las Masitas,Entre Ríos,Argentina,255,-32.29397867,-60.51790496,
El Desmonte,Catamarca,Argentina,255,-26.88323273,-66.10166346,
Caspalá,Jujuy,Argentina,255,-23.36337184,-65.09243812,
Potrero Díaz,Salta,Argentina,255,-25.2324358,-65.65991587,
Huasa Pampa Sur,Tucumán,Argentina,255,-27.88131251,-65.58281209,
Los Puquios,San Luis,Argentina,255,-33.2762455,-66.16098435,
Aguada de Guerra,Río Negro,Argentina,255,-41.06788664,-68.38172643,
Rospentek,Santa Cruz,Argentina,255,-51.66536592,-72.14547248,
Fulton,Buenos Aires,Argentina,254,-37.41664104,-58.8102536,
La Playa,Córdoba,Argentina,254,-31.00966898,-65.3612672,
Capilla de Romero,Córdoba,Argentina,254,-32.13521238,-65.22354649,
La Lucila,Santa Fe,Argentina,254,-30.41966568,-61.00330834,
La Muela,Entre Ríos,Argentina,254,-30.90014587,-57.89203485,
Huaycama,Catamarca,Argentina,254,-28.11935137,-65.79846243,
Huachana,Santiago del Estero,Argentina,254,-26.40736499,-63.49876695,
Arroyo Atahona,Tucumán,Argentina,254,-27.44397165,-65.2902898,
El Palmar Central,Chaco,Argentina,254,-27.07489275,-61.56969798,
Colonia Rivadavia,Chaco,Argentina,254,-26.82712747,-60.34598141,
San Lucas,Buenos Aires,Argentina,253,-34.96922867,-58.47740919,
Villa Berna,Córdoba,Argentina,253,-31.91100004,-64.72634368,
Impira,Córdoba,Argentina,253,-31.79847381,-63.65008347,
Punta del Agua,Córdoba,Argentina,253,-32.57580571,-63.8102095,
Galisteo,Santa Fe,Argentina,253,-31.05023909,-61.37158744,
Balneario Esperanza,Santa Fe,Argentina,253,-31.38195854,-60.90054041,
El Bolsón,Catamarca,Argentina,253,-27.90390422,-65.88105266,
Colonia Alpina,Santiago del Estero,Argentina,253,-30.0600972,-62.10339168,
El Puesto,Santiago del Estero,Argentina,253,-26.03912382,-63.61581329,
Santa Rita,Tucumán,Argentina,253,-27.50688973,-65.59376718,
Rincón de Azara,Misiones,Argentina,253,-28.11361889,-55.62953241,
Cerro Policía,Río Negro,Argentina,253,-39.7262745,-68.49150466,
Barrio Santa Lucia,Río Negro,Argentina,253,-39.03351834,-67.29869565,
Herrera Vegas,Buenos Aires,Argentina,252,-36.08755754,-61.41089839,
La Viña,Catamarca,Argentina,252,-28.03928378,-65.59683608,
Tatón,Catamarca,Argentina,252,-27.33789144,-67.52910645,
Los Gómez Chico,Tucumán,Argentina,252,-27.34193987,-65.20218718,
Isla Sola,Corrientes,Argentina,252,-29.22228354,-59.31207198,
Albardones,Corrientes,Argentina,252,-27.60448877,-58.51331214,
Colipilli Arriba,Neuquén,Argentina,252,-37.76758141,-70.36275059,
El Quebrachal,Córdoba,Argentina,251,-30.79131109,-65.0333133,
Estación Presidente Roca,Santa Fe,Argentina,251,-31.2321285,-61.61027747,
La Reforma,La Pampa,Argentina,251,-37.55118455,-66.22710886,
Santa María de las Chacras,Santiago del Estero,Argentina,251,-26.55671769,-63.92891933,
Amaicha del Llano,Tucumán,Argentina,251,-27.07388215,-65.29744241,
La Sarita,Santa Fe,Argentina,250,-30.40235063,-62.00003359,
Pueblo Cazes,Entre Ríos,Argentina,250,-32.00314959,-58.49079427,
Jumialito,Santiago del Estero,Argentina,250,-27.61418439,-63.34246627,
Monte Grande,Tucumán,Argentina,250,-27.00936508,-65.409482,
El Pacífico,Misiones,Argentina,250,-27.22361773,-54.40793476,
Arroyo Durazno,Buenos Aires,Argentina,249,-34.25695377,-58.64534838,
El Crispín,Córdoba,Argentina,249,-31.01760673,-63.60535117,
El Bordo,Córdoba,Argentina,249,-31.90830745,-65.20936309,
Barrio El Pacaá - Barrio Comipini,Santa Fe,Argentina,249,-32.12857618,-60.93055683,
Las Bandurrias,Santa Fe,Argentina,249,-32.19747535,-61.49227902,
Miranda,La Rioja,Argentina,249,-29.33919043,-67.66247823,
El Toro,Jujuy,Argentina,249,-23.08341967,-66.70221693,
Colonia 1,Tucumán,Argentina,249,-27.46627164,-65.63730323,
La Florida,Tucumán,Argentina,249,-27.43491597,-65.1275634,
Arroyo Verde,Misiones,Argentina,249,-25.64260906,-53.92968975,
El Retamo,Mendoza,Argentina,249,-32.46961823,-67.3791969,
Los Tableros,Mendoza,Argentina,249,-34.86341946,-67.82109087,
Pasman,Buenos Aires,Argentina,248,-37.22363985,-62.16475463,
Chas,Buenos Aires,Argentina,248,-35.87350719,-58.5781267,
Puerto Aragón,Santa Fe,Argentina,248,-32.2429522,-60.92331258,
Febré,Entre Ríos,Argentina,248,-32.47526767,-59.91890108,
Espinillo Norte,Entre Ríos,Argentina,248,-31.79754511,-60.2966199,
Lolita Sur,Tucumán,Argentina,248,-26.89581832,-64.95256812,
Agua Salada,Tucumán,Argentina,248,-27.29652306,-64.94900774,
El Nogalito,Tucumán,Argentina,248,-26.78577473,-65.47286665,
Las Talitas,Tucumán,Argentina,248,-27.44272599,-65.18355673,
Parada Acuña,Corrientes,Argentina,248,-29.90884157,-57.95886555,
El Manzano,Mendoza,Argentina,248,-33.6033797,-69.3809467,
San Alberto,Mendoza,Argentina,248,-32.49153032,-69.36815883,
Barrio Ruca Luhé,Neuquén,Argentina,248,-38.75916125,-68.16070222,
La Carolina El Potosí,Córdoba,Argentina,247,-33.18684432,-64.72511288,
Real de los Toros,Jujuy,Argentina,247,-24.00494591,-64.33117381,
Pucará,Salta,Argentina,247,-22.17905147,-64.96383154,
Humaitá,Tucumán,Argentina,247,-27.39706351,-65.55832082,
Picada Yapeyú,Misiones,Argentina,247,-27.61662246,-55.17661538,
Los Flotadores,Corrientes,Argentina,247,-30.09994208,-59.53977641,
Rincón Ombú Chico,Corrientes,Argentina,247,-27.41070346,-56.26035353,
Parrales Mendocinos,Mendoza,Argentina,247,-33.39092494,-67.8426774,
La Vertiente,San Luis,Argentina,247,-32.79710936,-65.7562953,
La Cabral,Santa Fe,Argentina,246,-30.0868012,-61.17833396,
Colonia Pujol,Santa Fe,Argentina,246,-31.48573535,-60.80145313,
Costa Nogoyá,Entre Ríos,Argentina,246,-32.81862201,-59.78403217,
Paso de la Arena,Entre Ríos,Argentina,246,-31.76194718,-60.16738757,
El Arremo,Salta,Argentina,246,-26.02766312,-66.37682667,
Suri Pozo,Santiago del Estero,Argentina,246,-27.74924738,-64.1267935,
Luján,Santiago del Estero,Argentina,246,-27.28863106,-63.23884474,
Villa María,Tucumán,Argentina,246,-26.73171744,-64.61599857,
El Trescientos,Misiones,Argentina,246,-26.11582868,-54.60711001,
Yerbal Viejo,Misiones,Argentina,246,-27.49352487,-55.00574344,
La Guevarina,Mendoza,Argentina,246,-34.78816043,-68.01587696,
Ramón M. Castro,Neuquén,Argentina,246,-38.86432971,-69.74469609,
Bajo Tala,Buenos Aires,Argentina,245,-33.74239616,-59.61454145,
Los Sembrados,Santa Fe,Argentina,245,-31.66412029,-61.54374671,
Hocker,Entre Ríos,Argentina,245,-32.08831312,-58.33948851,
Curupí,Entre Ríos,Argentina,245,-31.29311466,-58.80089018,
Ciénega de Paicone,Jujuy,Argentina,245,-22.17856188,-66.41256913,
San Ramón,Santiago del Estero,Argentina,245,-27.96334657,-63.88060301,
La Virginia,Tucumán,Argentina,245,-26.74539077,-64.78683952,
La Junta,Mendoza,Argentina,245,-35.27403583,-69.51572769,
Lago Blanco,Chubut,Argentina,245,-45.93698354,-71.26824295,
Marisol,Buenos Aires,Argentina,244,-38.92051197,-60.53499332,
Saladillo,Córdoba,Argentina,244,-32.93387126,-62.34371188,
Las Peñas,Córdoba,Argentina,244,-32.53470571,-64.1045726,
Esteban Rams,Santa Fe,Argentina,244,-29.77242175,-61.48998197,
Caraballo,Entre Ríos,Argentina,244,-32.1353419,-58.31122225,
Colonia Ensanche Sauce,Entre Ríos,Argentina,244,-30.85843281,-57.83142546,
Pichi Huinca,La Pampa,Argentina,244,-35.64860669,-64.76978195,
Pueblo Viejo,Salta,Argentina,244,-22.83620801,-65.21553813,
Los Quemados,Tucumán,Argentina,244,-27.21487478,-65.24335728,
Colonia Porvenir,Corrientes,Argentina,244,-29.18917386,-59.19372099,
Las Lagunas,San Luis,Argentina,244,-32.62805808,-65.54859813,
Santa Cruz,Catamarca,Argentina,243,-28.50092251,-65.66411848,
La Florida,Tucumán,Argentina,243,-26.82071273,-65.09538649,
Horquilla,Chaco,Argentina,243,-27.54238647,-59.95578301,
Rincón del Sarandí,Corrientes,Argentina,243,-30.19116504,-59.30406949,
Los Naranjos,Buenos Aires,Argentina,242,-34.99509905,-57.70284464,
Chalacea,Córdoba,Argentina,242,-30.76039667,-63.56124234,
Las Cuevas,Entre Ríos,Argentina,242,-32.31768257,-60.4720875,
La Selva,Corrientes,Argentina,242,-28.21197583,-58.11353509,
Tres Bocas,Corrientes,Argentina,242,-29.68179131,-59.37000116,
Lafinur,San Luis,Argentina,242,-32.06258197,-65.35014154,
Barrio Goretti,Río Negro,Argentina,242,-38.96521374,-67.95518786,
Flor de Oro,Santa Fe,Argentina,241,-28.92475899,-59.65453855,
La Higuera,Catamarca,Argentina,241,-27.93966014,-65.6976636,
Suncho Pozo del Triunfo,Santiago del Estero,Argentina,241,-28.53030855,-62.79045018,
Taco Punco,Santiago del Estero,Argentina,241,-26.45113963,-64.03131929,
Las Tusquitas,Tucumán,Argentina,241,-27.11659131,-64.92746376,
Los Escobar,Tucumán,Argentina,241,-27.21270946,-65.44643491,
Esterito,Formosa,Argentina,241,-26.29940712,-58.53944778,
La Baliza,Buenos Aires,Argentina,240,-37.77161008,-57.44731183,
Puesto de Castro,Córdoba,Argentina,240,-30.2705287,-63.42635957,
Monte Oscuridad,Santa Fe,Argentina,240,-30.44159725,-62.10321338,
Colonia San Ignacio,Santa Fe,Argentina,240,-30.34187155,-59.97373834,
Palo Labrado,Catamarca,Argentina,240,-28.32103858,-65.61934791,
El Angosto de Parani,Salta,Argentina,240,-23.25109866,-64.72258457,
Barrio Retoños de Colón,Salta,Argentina,240,-24.89855059,-65.57560908,
Las Corzuelas,Tucumán,Argentina,240,-26.70614108,-65.04671271,
Casualidad,Corrientes,Argentina,240,-29.23792725,-59.16349767,
Canal Chachingo,Mendoza,Argentina,240,-32.90112616,-68.6696154,
Copacabana,Córdoba,Argentina,239,-30.64290203,-64.4995043,
Barrio Santa Isabel,Córdoba,Argentina,239,-30.79140288,-64.54405052,
Pueblo Moreno,Entre Ríos,Argentina,239,-31.58700371,-60.06016109,
San Antonio,Catamarca,Argentina,239,-28.00846143,-65.71045785,
Cuatro Bocas,Santiago del Estero,Argentina,239,-28.86427466,-61.85759265,
La Soledad,Tucumán,Argentina,239,-26.69784785,-64.66774205,
Melón,Tucumán,Argentina,239,-27.11306061,-64.83473225,
El Pedacito,Córdoba,Argentina,238,-30.71588738,-64.02748286,
Colonia Tacurales,Santa Fe,Argentina,238,-30.82199357,-61.7449205,
Colonia Santafesina,Entre Ríos,Argentina,238,-32.03695589,-60.4978014,
Huaycama,Catamarca,Argentina,238,-28.51729309,-65.67650417,
Los Blancos,Jujuy,Argentina,238,-24.16690154,-65.20917803,
Santo Domingo,Salta,Argentina,238,-24.71104853,-63.4506415,
San José,Santiago del Estero,Argentina,238,-27.73918162,-64.18094459,
Pampa Muyoj,Santiago del Estero,Argentina,238,-27.8715737,-64.39448024,
Acos,Santiago del Estero,Argentina,238,-27.65939699,-64.96423244,
Agua Blanca,Tucumán,Argentina,238,-27.11165183,-65.43205068,
Campo El Quimil,Tucumán,Argentina,238,-27.26022462,-64.8441742,
El Bosquecillo,Formosa,Argentina,238,-25.78625449,-59.43442094,
Las Mojarras,Córdoba,Argentina,237,-32.3043333,-63.23343646,
Castellanos,Santa Fe,Argentina,237,-31.20885937,-61.72423117,
